ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
2,5086369AC,PANEL Sill,Left,,,,,,,discontinued,,,/parts/mopar-panel-sill~5086369ac.html
3,4865889AA,PANEL Door Surround,Left,,,,,,,discontinued,,,/parts/mopar-panel-door-surround~4865889aa.html
3,6035625,SCREW,,,,6,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
4,6507528AA,NUT Snap In M4.8x1.6,,,,6,1,,,available,1.6,0.79,/parts/mopar-nut-snap-in~6507528aa.html
4,6035625,SCREW,,,,6,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
5,5029277AA,GRILLE Fender,Left,,,,,,,discontinued,,,
5,6035625,SCREW,,,,8,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
6,4865891AA,BRACKET Door Surround,,,,4,1,,,discontinued,,,/parts/mopar-bracket-door-surround~4865891aa.html
6,153610,SCREW .164-18x.500,,,,2,1,,,discontinued,,,/parts/mopar-screw~153610.html
8,6035625,SCREW,,,,10,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
8,6504118,U-NUT M6 x 1.00 M6x1.00,,,,8,1,,,available,14.4,10.02,/parts/mopar-nut-m6-x-1-00~6504118.html
9,5029351AA,BRACKET B-Pillar,Left,,,,,,,discontinued,,,/parts/mopar-bracket-b-pillar~5029351aa.html
9,6101444,NUT AND WASHER Hex M6x1.0,,,,4,1,34201358,,available,13.9,9.67,/parts/mopar-nut-a-c-suct-hose-clamp~6101444.html
