ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,TP57RXFAB,FRAME Windshield Surround,,,,,,TP57RXFAE,,available,4250,3604.7,/parts/mopar-frame-windshield-surround~tp57rxfab.html
3,6503351,SCREW AND WASHER Hex Head M8x1.25x35,,,,10,1,,,discontinued,,,/parts/mopar-screw-hex-head~6503351.html
4,35022112,SPACER Fender 1.5,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022112.html
5,35022111,SPACER Fender 1.0,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022111.html
6,4865495AA,PANEL Dash,,,,,,,,discontinued,,,/parts/mopar-panel-dash~4865495aa.html
7,6102224AA,SCREW AND CONED WASHER Hex Head M5x0.80x20,,,,2,1,,,discontinued,,,/parts/mopar-screw-hex-head~6102224aa.html
8,6101809,NUT AND WASHER Hex M8x1.25,,,,,,,Brace to Instrument Panel,available,7.95,5.53,/parts/mopar-nut-hex~6101809.html
9,5029189AA,BRACKET Dash,,,,,,,Left Front of Dash,discontinued,,,/parts/mopar-bracket-dash~5029189aa.html
10,TP61RXFAA,DOWEL Windshield Surround,Left,,,,,,,discontinued,,,/parts/mopar-housing-windshield-surround~tp61rxfaa.html
11,6505026AA,SCREW M5x16,,,,2,1,,,available,8.6,6,/parts/mopar-screw-pan-head~6505026aa.html
12,5029330AA,SEAL Foam,,,,2,1,,,discontinued,,,/parts/mopar-seal-foam~5029330aa.html
,5029081AC,BACKLITE,,,,,,,,discontinued,,,/parts/mopar-backlite~5029081ac.html
