ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4763825AD,SHIELD Splash,Left,,,,,,,discontinued,,,
2,4708180,SCREW Splash Shield,,,,12,1,,,available,7.7,6.35,/parts/mopar-retainer-splash-shield~4708180.html
3,4643505AB,SHIELD Splash,Left,,,,,,,available,995.12,782,/parts/mopar-shield-splash~4643505ab.html
4,4709030AB,WEATHERSTRIP Front Splash to Hood,,,,2,1,,,discontinued,,,/parts/mopar-w-strip-front-splash-to-hood~4709030ab.html
6,4763349AB,SHIELD Splash,Left,,,,,,,discontinued,,,/parts/mopar-shield-splash~4763349ab.html
7,4763092,SHIELD Splash,,,,,,,Right Rear Lower,discontinued,,,/parts/mopar-shield-splash~4763092.html
8,4709357,BRACKET Bulkhead,Left,,,,,,,discontinued,,,/parts/mopar-bracket-bulkhead~4709357.html
9,181063,SCREW AND WASHER .25-20x.75,,,,5,1,,,discontinued,,,/parts/mopar-screw~181063.html
10,6029074,U-NUT .25-20,,,,8,1,,,discontinued,,,/parts/mopar-nut~6029074.html
11,6100877,WASHER Flat M6,,,,3,1,,,discontinued,,,/parts/mopar-washer-flat~6100877.html
12,4709031AB,WEATHERSTRIP Front Splash to Hood,,,,2,1,,,available,26.5,20.83,/parts/mopar-w-strip-front-splash-to-hood~4709031ab.html
13,6034578,RIVET .25 Grip.06-.25,,,,2,1,,,discontinued,,,/parts/mopar-retainer~6034578.html
14,6500911,RIVET M6.25x28,,,,4,1,,,available,12.8,8.85,/parts/mopar-rivet~6500911.html
15,4708057,PLUG Trunk Seal,,,,2,1,,,available,47.85,33.38,/parts/mopar-plug-trunk-seal~4708057.html
17,6035135,SCREW,,,,3,1,,,discontinued,,,/parts/mopar-screw~6035135.html
18,4708235,SHIELD Wheelhouse,,,,,,,,unavailable,,,/parts/mopar-shield-wheelhouse~4708235.html
