ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4874859,"BIN & NET KIT, Bulkhead Top Storage",,,,,,,,available,193.69,152.21,/parts/mopar-bin-floor-console~4874859.html
2,QE29TX7,"PANEL ASSY, KIT, Bulkhead",,,,,,,,discontinued,,,
2,34201398,"SCREW and WASHER, .164-18x.984",,,,6,1,,,discontinued,,,/parts/mopar-screw-oval-truss-head~34201398.html
3,MC11DX9,"BEZEL, Seat Shoulder Belt",Left,,,,,,,discontinued,,,/parts/mopar-seatbelt-bezel~mc11dx9.html
3,EK07LX7,"PANEL, Rear Quarter Trim, Black",,,,,,,"1992-95, Up to 12-5-94, Left",discontinued,,,/parts/mopar-panel-rr-qtr-trim-lt~ek07lx7.html
3,KN08RX7,"PANEL, Rear Quarter Trim, Black",,,,,,,"1995,96, After 12-5-94, Right",discontinued,,,/parts/mopar-rr-qtr-trim-rt-panel~kn08rx7.html
3,KN09RX7,"PANEL, Rear Quarter Trim, Black",,,,,,,"1995,96, After 12-5-94, Left",available,129.01,101.38,/parts/mopar-panel-rr-qtr-trim-lt~kn09rx7.html
3,LC18BX7,"PANEL, Rear Quarter Trim, Black",,,29,,,,"1996, Right",discontinued,,,
3,LC19BX7,"PANEL, Rear Quarter Trim, Black",,,29,,,,"1996, Left",discontinued,,,
4,4763504,"BUMPER, Lid",,,,2,1,,,discontinued,,,/parts/mopar-stop-bmpr-console-lid~4763504.html
4,EJ86LX7,"PANEL, Rear Bulkhead, Black",,1992-93,,,,,,discontinued,,,
4,GM75LX7,"PANEL, Rear Bulkhead, Black",,,,,,,1992-93 (CANADA & EUROPE),discontinued,,,
4,KJ43MX7,"PANEL, Rear Bulkhead, Black",,,,,,,"1994-95, Up to 1-26-95 (CANADA & EUROPE)",discontinued,,,
4,KJ44MX7,"PANEL, Rear Bulkhead, Black",,,,,,,"1994-95, Up to 1-10-95",discontinued,,,
4,PD91RX7,"PANEL, Rear Bulkhead, Black",,,,,,,"1995,96, After 1-26-95 (CANADA & EUROPE)",discontinued,,,
4,PD92RX7,"PANEL, Rear Bulkhead, Black",,,27,,,,"1995,96, After 1-10-95",discontinued,,,/parts/mopar-panel-rear-bulkhead~pd92rx7.html
5,4643027,"GRILLE, Radio Speaker",,,,2,,,,discontinued,,,
5,4874868,"STRIKER KIT, Latch",,,,,,,,discontinued,,,/parts/mopar-striker-glove-box-door-latch~4874868.html
6,4708217,"GROMMET, Rear Bulkhead, 1992",,,,3,,,,discontinued,,,
6,4874869,"HINGE Kit, Lid",,,,,,,,available,9.32,7.32,/parts/mopar-hinge-glovebox~4874869.html
7,4763478,"CUSHION, Bulkhead Trim Panel",,,,,,,,discontinued,,,
7,QE53TX7,"LID KIT, Storage Box",,,,,,,,discontinued,,,/parts/mopar-glove-box-rear-cargo~qe53tx7.html
8,J4007503,"BUMPER, Steel Insert Seat Rear Protector",,,,4,,,,discontinued,,,
8,LC19BX7,"PANEL, Quarter Trim",Left,,,,,,,discontinued,,,
9,4848684,"BRACKET, Quarter Trim Attach",,,,2,1,,,discontinued,,,/parts/mopar-bracket-quarter-trim~4848684.html
9,6035085,"SCREW, .164-15x1.00, 1993-94-95",,,,3,1,,,discontinued,,,/parts/mopar-screw-tapping~6035085.html
10,6034384,"SCREW, .437-20x.150",,,,10,1,,,discontinued,,,/parts/mopar-screw-pan-head~6034384.html
11,6035451,CLIP,,,,,,,,discontinued,,,/parts/mopar-screw-u-1thd~6035451.html
,6501636,"CLIPS, Bulkhead Attaching",,,,,,,,discontinued,,,
,4897371AA,"COVER KIT, Quarter Trim Protector, 1996",Left,,,,,,,discontinued,,,/parts/mopar-quarter-trim-protector-cov~4897371aa.html
,4763509,LID ASSY. Bulkhead Panel,,,,,,,,discontinued,,,
