ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5018861AA,RAIL Reverse Shift,,,,,,,,available,932,637.26,/parts/mopar-rail-reverse-shift~5018861aa.html
3,4626498,RAIL Top,,,,,,,,discontinued,,,/parts/mopar-rail-top~4626498.html
4,4626502,PAD Shift Fork,,,,2,1,,,available,6.45,4.37,/parts/mopar-pad-shift-fork~4626502.html
5,5018862AA,FORK Third and Fourth,,,,,,,,discontinued,,,/parts/mopar-fork-third-and-fourth~5018862aa.html
6,4626507,PLATE Interlock,,,,,,,,discontinued,,,/parts/mopar-plate-interlock~4626507.html
7,4626506,ARM Gearshift Selector,,,,,,,,available,94.7,63.73,/parts/mopar-housing-gearshift-selector~4626506.html
8,5093271AA,LEVER Offset,,,,,,,,discontinued,,,/parts/mopar-lever-skip-shift~5093271aa.html
9,4626505,FORK First and Second,,,,,,,,discontinued,,,/parts/mopar-fork-first-and-second~4626505.html
10,4626502,PAD Shift Fork,,,,2,1,,,available,6.45,4.37,/parts/mopar-pad-shift-fork~4626502.html
11,4626493,PIN Roll,,,,,,,,available,3.95,2.68,/parts/mopar-pin-roll~4626493.html
12,4626503,LINK Shift,,,,,,,,discontinued,,,/parts/mopar-link-shift~4626503.html
,4886342AA,CLIP,,,,,,,,discontinued,,,/parts/mopar-clip~4886342aa.html
,4626587,O RING Reverse Inhibitor Manual Transmission,,,,,,,,discontinued,,,
,4626496,PAD Shift Fork,,,,2,1,,,available,7.8,5.3,/parts/mopar-fork-shift-fork~4626496.html
,4626586,SNAP RING Reverse Inhibitor,,,,,,,,available,4.1,2.8,/parts/mopar-retainer-reverse-inhibitor~4626586.html
