ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4643120,"SHOCK ABSORBER, Rear",,,,2,1,,discontinued,,,/parts/mopar-shcok-rear-susp~4643120.html
1,4709388,"SHOCK ABSORBER, Rear",,,,2,1,,discontinued,,,/parts/mopar-shock-absorber-rear~4709388.html
2,6100969,"BOLT, Shock Mtg.",,,,4,1,,discontinued,,,/parts/mopar-bolt-hex-flange-head~6100969.html
3,6101515,"NUT, Shock Mtg.",,,,4,,,discontinued,,,
4,4642649,"CAM BOLT, Lower Control Arm",,,,4,,,discontinued,,,
5,3621931,"Cam, Washer",,,,4,1,,discontinued,,,/parts/mopar-cam-package-1990-91-1992-93-serv-in-components~3621931.html
6,152349,NUT,,,,4,1,,discontinued,,,/parts/mopar-nut-hex~152349.html
7,6502585,NUT,,,,4,1,,discontinued,,,/parts/mopar-nut-hex~6502585.html
8,6100431,BOLT,,,,4,,,discontinued,,,
9,4642662,"ARM, Control Upper",,,,,,,discontinued,,,
9,4642663,"ARM, Control Upper",,,,,,,discontinued,,,
10,52006405,"SEAL, Upper Ball Joint",,,,2,1,,discontinued,,,/parts/mopar-seal-ball-joint~52006405.html
11,2808394,"BALL JOINT, Upper",,,,2,1,,available,,,/parts/mopar-b-jnt-pkg-upper-control-arm~2808394.html
12,273912,NUT,,,,2,1,,discontinued,,,/parts/mopar-nut-hex~273912.html
14,4643118,"KNUCKLE, Rear",,,,,,,discontinued,,,
14,4643119,"KNUCKLE, Rear",,,,,,,discontinued,,,
15,4642660,"ARM, Control Lower",,,,,,,discontinued,,,
15,4642661,"ARM, Control Lower",,,,,,,discontinued,,,
16,9424798,NUT,,,,4,1,,discontinued,,,/parts/mopar-nut-hex~9424798.html
17,6101051,"SCREW, w/Washer",,,,4,,,discontinued,,,
18,6100219,NUT,,,,2,1,,available,8.75,6.06,/parts/mopar-nut-hex-jam~6100219.html
19,6101448,"NUT, w/Washer",,,,4,1,,available,11.3,7.86,/parts/mopar-nut-hex-nut-coned-washer~6101448.html
20,4404219,"RETAINER, Rear Sway Bar",,,,2,1,,discontinued,,,/parts/mopar-cover-sway-bar~4404219.html
21,4643031,"BUSHING, Rear Sway Bar",,,,2,1,,discontinued,,,/parts/mopar-bushing-sway-bar~4643031.html
22,4643030,"SHAFT, Rear Sway Bar",,,,,,,discontinued,,,/parts/mopar-shaft-susp-sway-bar-rear~4643030.html
23,4643911,"LINK, Assy.",,,,2,1,,discontinued,,,/parts/mopar-toe-link-assy-rear~4643911.html
24,4643209,"BALL JOINT, Lower",,,,2,,,discontinued,,,
25,4642655,"LINK, Rear Sway Bar",,,,2,,,discontinued,,,
26,4643815,"ROD, Toe Link to Frame",,,,2,1,,available,36.52,28.7,/parts/mopar-rod-toe-link-mounting~4643815.html
27,4643912,"SHIM, Toe Link To Frame (Repair)",,,,,,,available,26,17.48,/parts/mopar-shim-tow-link-to-frame~4643912.html
27,4643913,"SHIM, Toe Link To Frame (Repair)",,,,,,,discontinued,,,
27,4643914,"SHIM, Toe Link To Frame (Repair)",,,,,,,discontinued,,,/parts/mopar-shim-tow-link-to-frame~4643914.html
27,4643915,"SHIM, Toe Link To Frame (Repair)",,,,,,,available,24,16.31,/parts/mopar-shim-tow-link-to-frame~4643915.html
27,4643985,"SHIM, Toe Link To Frame (Repair)",,,,,,,available,24,16.31,/parts/mopar-shim-tow-link-to-frame~4643985.html
27,4643986,"SHIM, Toe Link To Frame (Repair)",,,,,,,available,26,19.65,/parts/mopar-shim-tow-link-to-frame~4643986.html
27,4643987,"SHIM, Toe Link To Frame (Repair)",,,,,,,available,23,18.08,/parts/mopar-shim-tow-link-to-frame~4643987.html
,52006404,"SEAL, Lower Ball Joint",,,,2,1,,available,43.8,30.41,/parts/mopar-seal-ball-joint~52006404.html
,4643206,"SPRING, Rear Coil 1992",,,,2,,,discontinued,,,
,4708499,"SPRING, Rear Coil 1993-95",,,,2,,,discontinued,,,
