ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5038025AC,DIFFERENTIAL Rear Axle,,,,,,5038307AE,,discontinued,,,/parts/mopar-differntl-rear-axle~5038025ac.html
1,68003055AA,DIFFERENTIAL Rear Axle,,,,,,68218658AA,Mopar SAE 75W-140 Synthetic Gear and Axle Lube 16 Gallon Keg,discontinued,,,/parts/mopar-lubricant-gear~68003055aa.html
2,6102404AA,BOLT Hex Head,,,,2,1,,,available,7.7,6.35,/parts/mopar-screw-hex-head~6102404aa.html
3,6506890AA,WASHER Flat,,,,2,1,,,available,2.85,2.45,/parts/mopar-washer-flat~6506890aa.html
4,6100520,NUT Hex Flange Head Locking M14x2,,,,2,1,,,available,13.2,9.15,/parts/mopar-nut-hex-flange-head-locking~6100520.html
5,5037261AA,BUSHING Axle Mount,,,,4,1,,,available,46.45,38.97,/parts/mopar-bushing-axle-mount~5037261aa.html
6,5037260AA,BUSHING Axle Mount,,,,2,1,,,available,34.65,28.01,/parts/mopar-bushing-axle-mount~5037260aa.html
7,6504065,NUT AND RETAINER Hex Flange Locking M12x1.75,,,,2,1,,,discontinued,,,/parts/mopar-nut-hex-flange-locking~6504065.html
8,6502046,BOLT Suspension Upper Arm,,,,2,1,,,available,7.7,6.35,/parts/mopar-bolt-suspension-upper-arm~6502046.html
9,4626738AB,BUSHING Axle Mount,,,,2,1,,,discontinued,,,/parts/mopar-bushing-axle-mount~4626738ab.html
