ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5038659AB,BRACKET Transmission Mount,,,,,,,,available,103,86.4,/parts/mopar-bracket-transmission-mount~5038659ab.html
2,6506269AA,BOLT AND CONED WASHER Hex Head M8X1.25X35.00,,,,2,1,,,available,3.4,2.27,/parts/mopar-screw-hex-head~6506269aa.html
3,6101848,BOLT AND WASHER Hex Head M10x1.50x30.00,,,,2,1,,,available,5.5,3.79,/parts/mopar-bolt-hex-head~6101848.html
4,68084747AA,MOUNT Transmission,,,,,,,,available,62.85,43.75,/parts/mopar-insulator-transmission~68084747aa.html
5,6506269AA,BOLT AND CONED WASHER Hex Head M8X1.25X35.00,,,,4,1,,,available,3.4,2.27,/parts/mopar-screw-hex-head~6506269aa.html
6,6502832,SCREW Hex Flange Head,,,,4,1,,,available,5.05,3.44,/parts/mopar-screw-hex-flange-head~6502832.html
7,5037263AD,CROSSMEMBER Transmission,,,,,,5037263AF,,available,85.65,57.92,/parts/mopar-c-member-transmission~5037263ad.html
8,6506269AA,BOLT AND CONED WASHER Hex Head M8X1.25X35.00,,,,2,1,,,available,3.4,2.27,/parts/mopar-screw-hex-head~6506269aa.html
