ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
2,6035625,SCREW [.190-16x.750],,,,11,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
3,6504791,"SCREW TAPPING, BUTTON HEAD M6 X 1.00 X 18.00",,,,2,1,,,discontinued,,,/parts/mopar-screw-tapping-button-head~6504791.html
4,1BY71TZZAE,PANEL Quarter,Left,,29,,,,,discontinued,,,/parts/mopar-panel-quarter~1by71tzzae.html
4,TY88BWAAF,PANEL Quarter,,,27,,,,Right [PWA],discontinued,,,
4,TY88HGRAF,PANEL Quarter,,,27,,,,Right [PGR],discontinued,,,
4,TY88HYDAF,PANEL Quarter,,,27,,,,Right [PYD],discontinued,,,
4,TY88LRNAF,PANEL Quarter,,,27,,,,Right [PRN],discontinued,,,
4,TY88MX3AF,PANEL Quarter,,,27,,,,Right [PX3],discontinued,,,
4,TY88VA9AF,PANEL Quarter,,,27,,,,Right [PA9],discontinued,,,
4,TY88WYRAF,PANEL Quarter,,,27,,,,Right [PYR],discontinued,,,
4,TY88YBWAF,PANEL Quarter,,,27,,,,Right [PBW],discontinued,,,
4,TY88ZDRAF,PANEL Quarter,,,27,,,,Right [PDR],discontinued,,,
4,TY89BWAAF,PANEL Quarter,,,27,,,,Left [PWA],discontinued,,,
4,TY89HGRAF,PANEL Quarter,,,27,,,,Left [PGR],discontinued,,,
4,TY89HYDAF,PANEL Quarter,,,27,,,,Left [PYD],discontinued,,,
4,TY89LRNAF,PANEL Quarter,,,27,,,,Left [PRN],discontinued,,,
4,TY89MX3AF,PANEL Quarter,,,27,,,,Left [PX3],discontinued,,,
4,TY89VA9AF,PANEL Quarter,,,27,,,,Left [PA9],discontinued,,,
4,TY89WYRAF,PANEL Quarter,,,27,,,,Left [PYR],discontinued,,,
4,TY89YBWAF,PANEL Quarter,,,27,,,,Left [PBW],discontinued,,,
4,TY89ZDRAF,PANEL Quarter,,,27,,,,Left [PDR],discontinued,,,
5,5030330AB,HOUSING Fuel Filler,,,29,,,,,available,65.85,55.28,/parts/mopar-housing-fuel-filler~5030330ab.html
7,6036491AA,NUT Spring U Type For .164-18 Screw,,,,4,1,,,discontinued,,,/parts/mopar-nut-spring-u-type~6036491aa.html
