ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,68193247AB,HOSE Fuel Filler Tube,,2014-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,,,,available,49.25,34.31,23.0 x 5.8 x 0.8 inches,1.90 Pounds,/parts/mopar-hose-fuel-filler-tube~68193247ab.html
2,5290164AA,BLOCKER Fuel Tank,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,5.85,4.89,7.4 x 7.5 x 2.8 inches,1.20 Pounds,/parts/mopar-shield-fuel-tank~5290164aa.html
3,5181528AD,TANK Fuel,,"2013-2017, 2009-2010","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,,"5181528AB, 5181528AC",,discontinued,,,32.6 x 28.3 x 12.2 inches,8.30 Pounds,/parts/mopar-tank-fuel~5181528ad.html
4,68065741AA,NUT AND WASHER Hex M8x1.25,,"2013-2017, 2005-2006","COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,6104726AB,Mounting Fuel Tank Strap to Frame,available,19.3,12.67,1.1 x 1.1 x 0.7 inches,0.40 Pounds,/parts/mopar-nut-hex~68065741aa.html
5,5290089AC,STRAP Fuel Tank,,"2013-2017, 2010, 2008, 2004-2006","COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,5290089AB,,discontinued,,,19.8 x 3.1 x 0.5 inches,0.70 Pounds,/parts/mopar-strap-fuel-tank~5290089ac.html
6,6034645,RIVET .25 Grip-.06-.25,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",4,1,,,,available,12.7,8.8,3.1 x 0.6 x 0.3 inches,0.50 Pounds,/parts/mopar-retainer~6034645.html
7,68280513AA,HEAT SHIELD Fuel Tank,,"2013-2017, 2008-2010, 2005-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,5290323AA,,discontinued,,,16.7 x 13.5 x 0.8 inches,2.30 Pounds,/parts/mopar-shield-fuel-tank~68280513aa.html
