ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4643826,"OIL COOLER ASSEMBLY, Engine",,,,,,,,discontinued,,,
2,4643827,"LINE ASSEMBLY, Oil Inlet",,1992-95,,,,,,available,23.87,18.76,/parts/mopar-line-assy-o-c-inlet~4643827.html
2,4709497,"LINE ASSEMBLY, Oil Inlet",,1996,27,,,,,discontinued,,,/parts/mopar-o-c-inlet~4709497.html
2,4848310,"LINE ASSEMBLY, Oil Inlet",,1996,29,,,,,discontinued,,,/parts/mopar-line-oil-cooler-inlet~4848310.html
3,4643828,"LINE ASSEMBLY, Oil Outlet",,1992-93,,,,,,discontinued,,,
3,4709141,"LINE ASSEMBLY, Oil Outlet",,1994-95,,,,,,available,28.81,22.64,/parts/mopar-line-assy-assy-o-c-outlet~4709141.html
3,4709496,"LINE ASSEMBLY, Oil Outlet",,1996,27,,,,,discontinued,,,/parts/mopar-line-o-c-outlet~4709496.html
3,4848300,"LINE ASSEMBLY, Oil Outlet",,1996,29,,,,,discontinued,,,/parts/mopar-line-oil-cooler-outlet~4848300.html
4,5245139,"NIPPLE, Oil Cooler Line",,,,2,1,,,available,13.19,10.36,/parts/mopar-connector-3-4-nptf-to-10-a~5245139.html
6,6100296,"SCREW, Mounting, (M8x1.25x25.00)",,,,2,1,,,available,8.65,6,/parts/mopar-bolt-hex-head~6100296.html
7,6101283,"U-NUT, Mounting, (M8x1.25)",,,,2,1,,,discontinued,,,/parts/mopar-nut~6101283.html
