ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5264874AA,KNUCKLE Front,Right,,,,,,,discontinued,,,/parts/mopar-knuckle-front~5264874aa.html
2,4763182AB,BEARING,,,,,,,,discontinued,,,/parts/mopar-bearing~4763182ab.html
4,6502136,BOLT Hex Flange Head M10x1.50x55,,,,3,1,,,available,14.25,9.96,/parts/mopar-bolt-hex-flange-head~6502136.html
5,4854411AA,RING Tone,,,,2,1,,,discontinued,,,/parts/mopar-guide-tone~4854411aa.html
6,5290042AA,BOLT,,,,2,1,,,discontinued,,,/parts/mopar-bolt~5290042aa.html
8,4642122,ROTOR Brake,,,,2,1,4642122AC,,discontinued,,,/parts/mopar-rotor-brake~4642122.html
10,4723573,CALIPER Disc Brake,Right,,,,,,,discontinued,,,/parts/mopar-caliper-disc-brake~4723573.html
11,4897218AB,PAD KIT Front Disc Brake,,,,,,,,discontinued,,,/parts/mopar-pad-front-disc-brake~4897218ab.html
12,6101964,SCREW AND WASHER Hex Head M12x1.75x40,,,,4,1,,,unavailable,,,/parts/mopar-screw-hex-head~6101964.html
13,6033702,BOLT D Head .50-20x2.00,,,,6,1,,,discontinued,,,/parts/mopar-stud-hub~6033702.html
14,6502294,NUT Hex Flange M22x1.25,,,,2,1,,,available,12.4,8.56,/parts/mopar-nut-hex-flange~6502294.html
,4848166,GASKET Front Wheel Bearing,,,,,,,,discontinued,,,/parts/mopar-gasket-front-wheel-bearing~4848166.html
,4723456,PISTON PACKAGE Disc Brake,,,,,,,"Left (Piston,Boot,Seal)",discontinued,,,/parts/mopar-piston-disc-brake~4723456.html
,4723459,PLATE Brake Torque,,,,,,,,available,8.37,6.58,/parts/mopar-plate-brake-torque~4723459.html
,5290695AA,SEAL,,,,,,,,available,20.7,16.43,/parts/mopar-seal~5290695aa.html
,4854412AA,SENSOR Anti-Lock Brakes,,,,2,1,,,unavailable,,,/parts/mopar-sensor-anti-lock-brakes~4854412aa.html
