ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5035179AB,LAMP Tail,Left,,,,,5035179AD,,available,1545,1016.4,/parts/mopar-lamp-tail~5035179ab.html
2,153835,SCREW Round Washer Head Tapping .164-18X.625,,,,,,,,available,4,2.74,/parts/mopar-screw-round-washer-head-tapping~153835.html
3,5035211AB,LAMP High Mounted Stop,,,,,,5035211AC,,available,873,593.94,/parts/mopar-lamp-high-mounted-stop~5035211ab.html
4,68146207AA,LAMP License Plate,Left,,,,,,,available,65.85,55.28,/parts/mopar-lamp-license-plate~68146207aa.html
5,68141067AA,LAMP Backup and Fog,Left,,,,,,,available,148,111.54,/parts/mopar-lamp-backup-and-fog~68141067aa.html
6,6510170AA,SCREW M4X1.46X10,,,,4,1,,,available,3.75,2.56,/parts/mopar-screw~6510170aa.html
7,6102244AA,NUT,,,,4,1,,,available,3.9,2.68,/parts/mopar-nut~6102244aa.html
8,153624,BULB W3W,,,,,,,,available,9.95,6.93,/parts/mopar-bulb~153624.html
9,68141021AA,BEZEL Fascia,Left,,,,,68141021AB,,available,28.25,19.69,/parts/mopar-reflector-fascia~68141021aa.html
10,6507357AA,NUT Wing M6x1,,,,8,1,,,available,13.75,9.55,/parts/mopar-nut-wing~6507357aa.html
