ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5029168AC,HANDLE AND LATCH Folding Top,,,,,,,,available,1300,1071.4,/parts/mopar-handle-folding-top~5029168ac.html
2,6507337AA,BOLT M6x25,,,,4,1,,,available,12.1,8.45,/parts/mopar-bolt~6507337aa.html
3,5029157AB,PIN Dowel,,,,2,1,5029157AC,,available,86,58.66,/parts/mopar-pin-dowel~5029157ab.html
4,4865936AD,LATCH AND BASE Folding Top,,,,,,,,available,79.35,54,/parts/mopar-latch-folding-top~4865936ad.html
5,4865781AA,STUD PLATE Convertible Top Tack Strip Mounting,,,,12,1,,,discontinued,,,/parts/mopar-plate-convertible-top-tack-strip~4865781aa.html
6,5029082AD,COVER Folding Top,,,,,,1QB991X9AA,,available,1940,1644.15,/parts/mopar-top-folding-top~5029082ad.html
7,4865571AC,RETAINER Weatherstrip,,,,,,,Left Folding Top Front Side Rail,available,195,157.5,/parts/mopar-retainer-weatherstrip~4865571ac.html
8,4865573AC,RETAINER Weatherstrip,,,,,,,Left Top Rear Side Rail,available,245,202.5,/parts/mopar-retainer-weatherstrip~4865573ac.html
10,5029135AD,SIDE RAIL Folding Top,,,,,,,Left Linkage,available,948,779.9,/parts/mopar-header-folding-top~5029135ad.html
11,5029573AA,FOAM,Left,,,,,,,discontinued,,,
12,5029195AA,BUSHING Pivot,,,,8,1,,,available,12.55,10.95,/parts/mopar-bushing-pivot~5029195aa.html
13,6507761AA,SCREW,,,,2,1,,,available,14.5,12.64,/parts/mopar-screw~6507761aa.html
14,5029080AB,STAYPAD ASSEMBLY Folding Top,,,,,,,,available,228,192.38,/parts/mopar-staypad-folding-top~5029080ab.html
15,5029133AB,PANEL Headliner,,,,,,,,available,1140,939.4,/parts/mopar-panel-headliner~5029133ab.html
16,5029167AC,BOW Folding Top Number 2 Includes Front Header,,,,,,,,discontinued,,,/parts/mopar-bow-folding-top~5029167ac.html
17,5029130AA,BOW Folding Top Number 3,,,,,,,,available,128,108,/parts/mopar-bow-folding-top~5029130aa.html
18,5029131AB,BOW Folding Top Number 4,,,,,,,,available,285,234.15,/parts/mopar-bow-folding-top~5029131ab.html
19,5029079AC,MOLDING Folding Top,,,,,,,,discontinued,,,/parts/mopar-panel-folding-top~5029079ac.html
20,5029076AC,PANEL Tackstrip Support,,,,,,,,available,602,397.1,/parts/mopar-panel-tackstrip-support~5029076ac.html
24,6036444AA,SCREW .25-20,,,,8,1,,,available,0.55,0.47,/parts/mopar-screw~6036444aa.html
25,6507763AA,SCREW,,,,11,1,,Top Seal Compression Panel,available,,1.34,/parts/mopar-screw~6507763aa.html
25,6507763AA,SCREW,,,,12,1,,Top Seal Retainer,available,,1.34,/parts/mopar-screw~6507763aa.html
26,5029081AD,BACKLITE,,,,,,,,available,835,706.8,/parts/mopar-backlite~5029081ad.html
27,6507762AA,SCREW,,,,2,,,,discontinued,,,
28,5029575AA,FOAM,Left,,,,,,,discontinued,,,
,5086733AA,CLIP Latch,,,,,,,,discontinued,,,/parts/mopar-clip-latch~5086733aa.html
,5029215AC,COVER KIT Tack Strip Covers Item 21,,,,,,,,available,128,104.06,/parts/mopar-cover-kit-tack-strip~5029215ac.html
,WX03DX9AA,COVER Tonneau Boot,,,,,,,,discontinued,,,/parts/mopar-cover-tonneau~wx03dx9aa.html
,5029077AA,TACKSTRIP Beltline Center,,,,,,,,available,370,308.86,/parts/mopar-tackstrip-beltline-center~5029077aa.html
,5029085AC,TACKSTRIP Beltline Outer,Left,,,,,,,discontinued,,,/parts/mopar-panel-beltline-outer~5029085ac.html
