ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
2,35022111,SPACER Fender 1.0,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022111.html
3,35022112,SPACER Fender 1.5,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022112.html
4,6101793,SCREW AND WASHER Hex Head M8x1.25x25,,,,24,1,,,available,5.05,3.44,/parts/mopar-screw-hex-head~6101793.html
5,6101809,NUT AND WASHER Hex M8x1.25,,,,3,1,,,available,7.95,5.53,/parts/mopar-nut-hex~6101809.html
6,4865495AC,PANEL Dash,,,,,,4865495AF,,available,2307.43,1564.44,/parts/mopar-panel-dash~4865495ac.html
10,5029189AA,BRACKET Dash,Left,,,,,,,discontinued,,,/parts/mopar-bracket-dash~5029189aa.html
11,6101326,BOLT,,,,4,1,,,available,3.4,2.27,/parts/mopar-bolt-hex-head~6101326.html
13,5029319AA,SHIELD Heat,Left,,,,,,,available,93.15,78.86,/parts/mopar-shield-heat~5029319aa.html
,6101799,BOLT AND WASHER Hex Head M8x1.25x20,,,,3,1,,,available,4.55,3.09,/parts/mopar-bolt-hex-head~6101799.html
,6031694,SCREW AND WASHER Hex Head .164-18x1.0,,,,8,1,,,discontinued,,,/parts/mopar-screw-hex-head~6031694.html
,5029235AA,SEAL,,,,2,1,5029235AB,,available,10.1,7.05,/parts/mopar-seal~5029235aa.html
