ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
2,5004038AB,BLOCK Cylinder,,,,,,,,available,8750,7216,/parts/mopar-block-cylinder~5004038ab.html
4,J4005149,DOWEL Oil Pump,,,,4,1,,,available,15.7,10.83,/parts/mopar-pin~j4005149.html
7,6034166,PLUG Cylinder Block Oil Hole,,,,,,,,discontinued,,,/parts/mopar-plug-cylinder-block-oil-hole~6034166.html
9,4429678,PIN Dowel,,,,2,1,,,available,50.95,35.42,/parts/mopar-dowel-pin~4429678.html
10,6035469,STUD .562-12x5.670,,,,8,1,,,discontinued,,,/parts/mopar-stud~6035469.html
,5037010AC,BLOCK Short,,,,,,RL037010AC,Bare,available,20310,13769.05,/parts/mopar-engine-short-block~5037010ac.html
,6035665,BOLT Bearing Cap,,,,4,1,,[.500-13X4.250],available,12.5,9.83,/parts/mopar-bolt~6035665.html
,5245055,DOWEL Front Cover,,,,2,1,,,available,,14.51,/parts/mopar-dowel-pin~5245055.html
,5245058,DOWEL Rear Oil Seal Retainer,,,,2,1,,,discontinued,,,/parts/mopar-dowel-pin~5245058.html
,4882951AD,GASKET PACKAGE Engine Lower,,,,,,5017565AB,,discontinued,,,/parts/mopar-gskt-pkg-engine-lower~4882951ad.html
,5245071,PLUG Camshaft,,,,,,,,discontinued,,,/parts/mopar-plug-camshaft~5245071.html
