ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4763182,"HUB and BEARING ASSEMBLY, Front",,1996,,2,1,,,available,443,362.09,/parts/mopar-hub-suspension-trailing~4763182.html
1,4848716,"HUB and BEARING ASSEMBLY, Front",,1992-95,,2,1,,,available,1020,666.6,/parts/mopar-hub-brake~4848716.html
2,4642122,"ROTOR, Front Brake Vented",,,,2,1,4642122AC,,discontinued,,,/parts/mopar-rotor-brake~4642122.html
3,4643182,"WASHER, Flat",,,,2,1,,,discontinued,,,/parts/mopar-washer-flat~4643182.html
4,0271936,"BOLT, Hex Head",,,,2,,,,discontinued,,,
6,4720990,BLEEDER SCREW and CAP PACKAGE,,,,,,,,discontinued,,,/parts/mopar-screw-brake~4720990.html
7,4723573,"CALIPER ASSEMBLY, Front w/o Pads , Right",,,,,,,"CALIPER ASSEMBLY, Front w/o Pads , Left",discontinued,,,/parts/mopar-caliper-disc-brake~4723573.html
8,6100344,"BOLT, Caliper to Knuckle",,,,4,1,6505833AA,,available,6.45,4.37,/parts/mopar-screw-hex-head~6100344.html
9,6033702,"BOLT, Wheel Stud",,,,12,1,,,discontinued,,,/parts/mopar-stud-hub~6033702.html
10,6034434,"SCREW and WASHER ASSEMBLY, Hub and Bearing Assembly to Knuckle",,,,8,1,,,available,8.34,6.55,/parts/mopar-hex-head-screw-wa-asm~6034434.html
11,4643183,"NUT, Wheel Bearing Clamp",,,,2,1,,,discontinued,,,/parts/mopar-nut-wheel-bearing-clamp~4643183.html
,4848166,"GASKET, Bearing To Knuckle 1996",,,,2,1,,,discontinued,,,/parts/mopar-gasket-front-wheel-bearing~4848166.html
,4723459,GUIDE PLATE PACKAGE,,,,2,1,,,available,8.37,6.58,/parts/mopar-plate-brake-torque~4723459.html
,4720986,"PAD, PIN and CLIP PACKAGE",,,,,,,,available,215.03,168.98,/parts/mopar-pad-pkg-disc-brake~4720986.html
,4723456,"PISTON, BOOT & SEAL PACKAGE",,,,2,1,,42mm,discontinued,,,/parts/mopar-piston-disc-brake~4723456.html
,4643718,"SHIELD, Hub and Bearing Assembly Dust",,,,2,,,,discontinued,,,
