ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,68272384AA,TOOL SET,,,,,,68272384AB,,available,444,296.66,/parts/mopar-tool-kit~68272384aa.html
2,55352852AA,TOOL SET,,,,,,,,unavailable,83.05,56.5,/parts/mopar-tool-kit~55352852aa.html
3,55352848AB,EXTINGUISHER Fire,,,,,,,,available,94.7,64.07,/parts/mopar-extingshr-fire~55352848ab.html
