ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4723672,JOINT,,,,,,,discontinued,,,
2,4642040,"SHAFT, Propeller",,,,,,,discontinued,,,/parts/mopar-shaft-drive~4642040.html
3,6502581,"SCREW, Clamp",,,,4,1,,available,12.1,8.39,/parts/mopar-screw-hex-flange-head~6502581.html
4,4428723,"CLAMP, U-Joint",,,,2,1,,available,14.1,9.67,/parts/mopar-clamp-u-joint~4428723.html
5,4723675,"STRAP, Bearing",,,,,,,discontinued,,,
