ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,6FL62XXXAA,SPOILER Liftgate,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,6FL62XXXAB,,"[X8T], [MES]
[X8T], [MES], [AYU]",available,21850,14415.5,,6.40 Pounds,/parts/mopar-spoiler-liftgate~6fl62xxxaa.html
2,68324045AA,END PLATE KIT Tailgate Wing,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,,"Left [X8T], [ME1]
Left [X8T], [ME1], [AYU]
Left [X8T], [MES]
Left [X8T], [MES], [AYU]...View More",discontinued,,,19.2 x 13.0 x 3.0 inches,5.10 Pounds,/parts/mopar-plate-kit-tailgate-wing~68324045aa.html
3,68324047AA,STANCHION KIT Tailgate Wing,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,,"Left [X8T], [ME1]
Left [X8T], [ME1], [AYU]
Left [X8T], [MES]
Left [X8T], [MES], [AYU]...View More",discontinued,,,18.7 x 13.1 x 2.1 inches,2.40 Pounds,/parts/mopar-stanchion-tailgate-wing~68324047aa.html
5,6FL61XXXAA,SPOILER Liftgate,,,,,,,,,"[X8T], [MXN]",discontinued,,,,,
6,68324041AA,END PLATE KIT Tailgate Wing,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,,"Left [X8T], [MXH]
Left [X8T], [MXH], [AYU]
Left [X8T], [MXN]
Left [X8T], [MXN], [AYU]...View More",discontinued,,,18.9 x 12.6 x 2.8 inches,5.10 Pounds,/parts/mopar-plate-kit-tailgate-wing~68324041aa.html
7,68324043AA,STANCHION KIT Tailgate Wing,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,,"Left [X8T], [MXH]
Left [X8T], [MXH], [AYU]
Left [X8T], [MXN]
Left [X8T], [MXN], [AYU]...View More",discontinued,,,18.4 x 12.6 x 4.1 inches,4.40 Pounds,/parts/mopar-stanchion-tailgate-wing~68324043aa.html
9,6FL60TZZAA,SPOILER Liftgate,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,,,discontinued,,,,6.10 Pounds,/parts/mopar-spoiler-liftgate~6fl60tzzaa.html
10,68324039AA,END PLATE KIT Tailgate Wing,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,,"Left [X8T], [MXM]
Left [X8T], [MXM], [AYU]",discontinued,,,18.2 x 13.0 x 2.6 inches,4.80 Pounds,/parts/mopar-plate-kit-tailgate-wing~68324039aa.html
12,68187848AA,SPOILER Liftgate,,2013-2016,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,68187848AB,,,available,5345,3621.65,66.8 x 13.5 x 3.0 inches,3.30 Pounds,/parts/mopar-spoiler-liftgate~68187848aa.html
,68324049AA,HARDWARE KIT Spoiler,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,68252735AA,,discontinued,,,,10.10 Pounds,/parts/mopar-hardware-spoiler~68324049aa.html
,68324049AA,HARDWARE KIT Spoiler,,2016-2017,"SRT, SRT ACR, SRT GTC, SRT GTS",10 Cyl 8.4L,,,,68252735AA,,discontinued,,,,10.10 Pounds,/parts/mopar-hardware-spoiler~68324049aa.html
