ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,1WA311V5AA,SEAT BELT Front,,,,,,,"Left [-VV], [CGD], [ASV] And/Or [JAB]Left [-VX], [CGD], [ASV] And/Or [JAB]",available,216,145.13,/parts/mopar-seatbelt-front~1wa311v5aa.html
1,1WA31DX9AA,SEAT BELT Front,,,,,,,"Left [-V5], [CGD]Left [-V5], [CGD], [ASV] And/Or [JAB]Left [-VX], [CGD]Left [-X6], [CGD]Left [-X9], [CGD]Left [-X9], [CGD], [ASV] And/Or [JAB]Left [-XR], [CGD]Left [-XY], [CGD]...View More",available,245,196.27,/parts/mopar-seatbelt-front~1wa31dx9aa.html
1,1WA31LR9AA,SEAT BELT Front,,,,,,,"Left [-R9], [CGD], [ASV] And/Or [JAB]Left [-R9], [CGQ]Left [-VV], [CGQ]Left [-VX], [CGQ]Left [-X6], [CGD], [ASV] And/Or [JAB]Left [-X6], [CGQ]Left [-X9], [CGQ]...View More",available,344,232.37,/parts/mopar-seatbelt-front~1wa31lr9aa.html
1,1WA321R4AB,SEAT BELT Front,,,,,,,"Right [-X9], [CGG]Right [-XR], [CGG]",available,307,249.29,/parts/mopar-seat-belt-front~1wa321r4ab.html
1,1WA321V5AB,SEAT BELT Front,,,,,,,"Right [-VV], [CGD], [ASV] And/Or [JAB]Right [-VX], [CGD], [ASV] And/Or [JAB]",available,221,147.38,/parts/mopar-seat-belt-front~1wa321v5ab.html
1,1WA32DX9AB,SEAT BELT Front,,,,,,,"Right [-V5], [CGD]Right [-V5], [CGD], [ASV] And/Or [JAB]Right [-VX], [CGD]Right [-X6], [CGD]Right [-X9], [CGD]Right [-X9], [CGD], [ASV] And/Or [JAB]Right [-XR], [CGD]Right [-XY], [CGD]Right [-XY], [CGQ]...View More",available,230,183.38,/parts/mopar-seat-belt-front~1wa32dx9ab.html
1,1WA32LR9AB,SEAT BELT Front,,,,,,,"Right [-R9], [CGD], [ASV] And/Or [JAB]Right [-R9], [CGQ]Right [-VV], [CGQ]Right [-VX], [CGQ]Right [-X6], [CGD], [ASV] And/Or [JAB]Right [-X6], [CGQ]Right [-X9], [CGQ]...View More",available,457,309.07,/parts/mopar-seatbelt-front~1wa32lr9ab.html
2,5029127AD,TURNING LOOP Seat Belt,Left,,,,,,,available,52.1,36.41,/parts/mopar-loop-seat-belt~5029127ad.html
3,6105221AA,SCREW Hex Head M8x1.25x25,,,,,,,,available,4.15,2.85,/parts/mopar-screw-hex-head~6105221aa.html
4,6502467,BOLT AND WASHER Hex Head M10x1.50x30.00,,,,4,1,,,available,11.15,7.75,/parts/mopar-bolt-hex-head~6502467.html
5,6036512AA,SCREW Pan Head .437-20x1.375,,,,2,1,,,available,11.7,6.86,/parts/mopar-bolt-pan-head~6036512aa.html
6,5029290AA,PLATE Child Tether Anchor,,,,,,,,discontinued,,,/parts/mopar-plate-child-tether-anchor~5029290aa.html
7,6105221AA,SCREW Hex Head M8x1.25x25,,,,,,,,available,4.15,2.85,/parts/mopar-screw-hex-head~6105221aa.html
8,1YW78DX9AC,SEAT BELT Buckle Half,,,,,,,"[-R9][-R9], [XSQ][-V5][-V5], [XSQ][-VV][-VV], [XSQ][-VX][-VX], [XSQ][-X6][-X6], [XSQ][-X9]...View More",available,228,153.41,/parts/mopar-seat-belt-buckle-half~1yw78dx9ac.html
8,1YW78LR9AC,SEAT BELT Buckle Half,,,,,,,"[-X9], [XSQ]",discontinued,,,/parts/mopar-seat-belt-buckle-half~1yw78lr9ac.html
