ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4708180,SCREW Splash Shield,,,,2,1,,,available,7.7,6.35,/parts/mopar-retainer-splash-shield~4708180.html
2,6506504AA,SCREW TAPPING & WASHER Hex Head Type AB Flat Washer,,,,4,1,,,discontinued,,,/parts/mopar-screw-hex-head~6506504aa.html
3,5290668AB,BAFFLE Radiator Air,,,,,,5290668AC,,available,263,208.68,/parts/mopar-baffle-radiator-air~5290668ab.html
4,6501067,PIN Push M6.3x20.5,,,,2,1,,,available,9.65,6.7,/parts/mopar-pin-push~6501067.html
5,5264984AA,DUCT Air Brake Cooling - Rt.,,,,,,,,unavailable,23,17.48,/parts/mopar-duct-air~5264984aa.html
6,5264983AA,DUCT Air Brake Cooling - Lt.,,,,,,,,available,24.9,18.87,/parts/mopar-duct-air~5264983aa.html
7,5029154AB,FASCIA Front Primed,,,,,,,,discontinued,,,/parts/mopar-fascia-front~5029154ab.html
