ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4642448,"TANK, Fuel",,1992-95,,,,,discontinued,,,/parts/mopar-tank-fuel-22-gal-plastic~4642448.html
1,4709500,"TANK, Fuel",,,,,,,discontinued,,,/parts/mopar-tank-fuel~4709500.html
2,4643539,"STRAP, Fuel Tank",,1992-95,,2,1,,discontinued,,,/parts/mopar-strap-f-tank~4643539.html
2,4848282,"STRAP, Fuel Tank",,,,2,1,,available,26.39,20.74,/parts/mopar-strap-fuel-tank~4848282.html
4,6502766,BOLT,,,,2,,,discontinued,,,
