ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,6104141AA,SCREW Pan Head M6X1.0X12.00,,,,6,1,,,available,9.6,6.7,/parts/mopar-screw-pan-head~6104141aa.html
2,5038015AB,RAIL Fuel,,,,,,,,available,956,672.03,/parts/mopar-rail-fuel~5038015ab.html
3,4418257AB,CLIP Fuel Injector,,,,10,1,,,available,39.95,27.79,/parts/mopar-clip-fuel-injector~4418257ab.html
4,5037787AA,INJECTOR Fuel,,,,10,1,,,discontinued,,,/parts/mopar-injector-fuel~5037787aa.html
