ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5086729AA,CYLINDER Door Lock,,,,,,,,available,28,23.3,/parts/mopar-cyl-lock-door-lock~5086729aa.html
2,4778117AB,TUMBLER Number 1,,,,,,,,available,4.8,3.32,/parts/mopar-tumbler-number-1~4778117ab.html
3,4778118AB,TUMBLER Number 2,,,,,,,,available,5.4,3.73,/parts/mopar-tumbler-number-2~4778118ab.html
4,4778119AB,TUMBLER Number 3,,,,,,,,available,5.4,3.73,/parts/mopar-tumbler-number-3~4778119ab.html
5,4778120AB,TUMBLER Number 4,,,,,,,,available,5.4,3.73,/parts/mopar-tumbler-number-4~4778120ab.html
6,4778121,SPRING Tumbler,,,,,,,,available,3.45,2.39,/parts/mopar-spring-tumbler~4778121.html
7,4778149,CAP Door Lock Cylinder Bright,,,,,,,,available,14.7,10.25,/parts/mopar-cyl-lock-door-lock-cylinder~4778149.html
8,5086733AA,CLIP Latch,,,,,,,,discontinued,,,/parts/mopar-clip-latch~5086733aa.html
9,5019605AA,SHUTTER Lock Cylinder,,,,,,,,available,19.9,13.86,/parts/mopar-cyl-lock-lock-cylinder~5019605aa.html
10,4378793,SPRING Cylinder Return,,,,,,,,available,4.15,2.8,/parts/mopar-spring-cylinder-return~4378793.html
11,5086732AA,LEVER,,,,,,,,available,9.75,8.55,/parts/mopar-lever~5086732aa.html
,68453274AA,BRACKET Mounting Door Lock Cylinder,,,,,,,,discontinued,,,
