ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4642889,"PAN ASSEMBLY, Trunk (Primed)",,1992-93,,,,,,discontinued,,,/parts/mopar-pan-floor~4642889.html
1,4708385,"PAN ASSEMBLY, Trunk (Primed)",,,,,,,"1993, CANADA",discontinued,,,
1,4709230,"PAN ASSEMBLY, Trunk (Primed)",,1994,,,,,,discontinued,,,
1,4763296,"PAN ASSEMBLY, Trunk (Primed)",,1996,29,,,,,discontinued,,,
1,4763835,"PAN ASSEMBLY, Trunk (Primed)",,1995,,,,,,available,555.34,436.41,/parts/mopar-pan-trunk-primed~4763835.html
1,4848699,"PAN ASSEMBLY, Trunk (Primed)",,1996,27,,,,,discontinued,,,
3,6034710,"SHIM, 1992",,,,2,1,,"WASHER, 1993-94",available,4.5,3.79,/parts/mopar-washer-flat~6034710.html
3,4643588,"SHIM, 1992",,,,,,,1.0,discontinued,,,
3,4643589,"SHIM, 1992",,,,,,,2.0,discontinued,,,
3,4643590,"SHIM, 1992",,,,,,,3.0,discontinued,,,
4,6502688,SCREW,,,,2,1,,,discontinued,,,/parts/mopar-screw-hex-head~6502688.html
5,4642900,"ISOLATOR, Rear Floor Pan to Frame",,,,4,1,,,discontinued,,,/parts/mopar-isolator-rear-floor-pan-to-frame~4642900.html
6,4642902,"SPACER, Floor Pan Isolator",,1992-96,27,2,1,,,available,6.3,4.95,/parts/mopar-shim-floor-pan-isolator~4642902.html
6,4848189,"SPACER, Floor Pan Isolator",,1996,29,2,1,,,available,5.98,4.7,/parts/mopar-spacer-floor-pan-isolator~4848189.html
7,4643353,SHIM,,,,,,,,discontinued,,,/parts/mopar-shim-floor-pan-isolator~4643353.html
8,6100518,,,,,2,1,,,discontinued,,,/parts/mopar-nut-to-mtg-bolt~6100518.html
9,4665288,"FOOTMAN LOOP, Tie Down",,,,2,1,,,discontinued,,,/parts/mopar-anchor-tie-down~4665288.html
10,6034646,RIVET,,,,4,1,,,discontinued,,,/parts/mopar-retainer~6034646.html
11,4708256,"PLATE, Footman Loop",,,,2,1,,,discontinued,,,/parts/mopar-plate-footman-loop~4708256.html
12,4763477,,,,,2,1,,,discontinued,,,/parts/mopar-support-trunk-pan~4763477.html
,4848103,"GASKET, Fuel Pump Access Cover",,,,,,,,discontinued,,,/parts/mopar-gasket-fuel-pump-cover-plate~4848103.html
,4848419,"PLUG, Frame Floor Pan",,,,2,1,,,discontinued,,,/parts/mopar-plug-floor-pan~4848419.html
,4708168,"STRAP, Trunk Hold Down",,,,,,,,discontinued,,,/parts/mopar-strap-cargo-tie-down~4708168.html
