ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5202588,RETAINER Battery,,,,,,,,available,19.65,13.69,/parts/mopar-retainer-battery~5202588.html
4,5029668AA,WIRING Battery Negative,,,,,,,,available,32.55,26.45,/parts/mopar-cable-bat-battery-negative~5029668aa.html
8,56041053,SENSOR Battery Temperature,,,,,,,,available,90.65,41.99,/parts/mopar-sensor-battery-temperature~56041053.html
10,BA034500EX,BATTERY,,,,,,BB34F101AA,Mopar Power Pro 5,available,327,220.88,/parts/mopar-battery-none~ba034500ex.html
10,4727159AD,BATTERY,,,,,,,[BCE]  Production,discontinued,,,
10,BA078770EX,BATTERY,,,,,,,Mopar Power Pro 7,discontinued,,,
10,BAUNV34650,BATTERY,,,,,,,Mopar Universal Battery,discontinued,,,/parts/mopar-battery-storage~baunv34650.html
10,NAS34770EX,BATTERY,,,,,,,Mopar NASCAR Battery,discontinued,,,
12,BB034600AA,BATTERY Storage,,,,,,BB34F101AA,,available,327,221.09,/parts/mopar-battery-storage~bb034600aa.html
13,5029087AA,COVER Battery,,,,,,,,discontinued,,,/parts/mopar-cover-battery~5029087aa.html
