ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,5037226AB,FLYWHEEL,,"2006, 2003-2004","COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,,,,discontinued,,,16.0 x 16.3 x 2.1 inches,34.10 Pounds,/parts/mopar-flywheel~5037226ab.html
2,2843214,GEAR Flywheel Ring Also Serviced In Item 1 Flywheel,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,212,140.63,14.9 x 15.1 x 0.4 inches,2.10 Pounds,/parts/mopar-gear-flywheel-ring~2843214.html
3,5037599AD,CRANKSHAFT See Note,,2005-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,68171436AA,,,available,10555,6951.5,33.5 x 8.7 x 9.1 inches,89.50 Pounds,/parts/mopar-crankshft~5037599ad.html
4,6036617AA,BOLT Flexplate,,2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,8,1,,,,available,17.95,12.41,1.8 x 0.8 x 0.8 inches,0.60 Pounds,/parts/mopar-screw-flexplate~6036617aa.html
5,6035666,SCREW Hex Flange Head .25-20x1.00,,1992-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",8,1,154777,,,available,14.2,9.9,1.2 x 0.5 x 0.5 inches,0.40 Pounds,/parts/mopar-bolt~6035666.html
6,5037053AC,RETAINER Crankshaft Rear Oil Seal,,2005-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,5045562AA,,,available,501,338.58,13.0 x 12.4 x 1.0 inches,1.50 Pounds,/parts/mopar-seal-crankshaft-rear-oil-seal~5037053ac.html
7,5037300AA,SEAL Rear Main Crankshaft,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,5037300AC,,available,128,54.57,11.6 x 10.4 x 1.5 inches,0.70 Pounds,/parts/mopar-seal-crankshaft-oil~5037300aa.html
8,5037056AB,GASKET Rear Oil Seal Retainer,,2003-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,5037056AC,,,available,43.35,30.12,6.1 x 2.1 x 0.5 inches,0.40 Pounds,/parts/mopar-gasket-rear-oil-seal-retainer~5037056ab.html
9,5086003AB,BEARING PACKAGE Connecting Rod Standard,,"2008-2010, 2006","ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,68207790AA,,,available,7.7,6.35,3.7 x 2.6 x 1.9 inches,0.50 Pounds,/parts/mopar-brg-pkg-connecting-rod~5086003ab.html
10,5135749AB,PISTON PIN AND ROD STD See Note,,2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,5,1,,,"Left Side Left Side Cylinders 1,3,5,7,9",discontinued,,,9.1 x 4.3 x 4.3 inches,3.30 Pounds,/parts/mopar-piston~5135749ab.html
11,5136168AA,"PISTON PIN AND ROD .010"" O/S",,2005-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,5,1,,,"Right Side Right Side Cylinders 2,4,6,8,10",discontinued,,,13.4 x 6.1 x 4.4 inches,3.30 Pounds,/parts/mopar-piston~5136168aa.html
12,5136170AA,"PISTON PIN AND ROD .020"" O/S",,2005-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,5,1,,,"Right Side Right Side Cylinders 2,4,6,8,10",discontinued,,,13.5 x 6.2 x 4.7 inches,3.20 Pounds,/parts/mopar-piston~5136170aa.html
13,5037575AA,BOLT Connecting Rod [MJ9X1.00-4H],,2004-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,20,1,,,,available,33.55,22.82,2.3 x 0.4 x 0.4 inches,0.60 Pounds,/parts/mopar-bolt-connecting-rod~5037575aa.html
14,4883686AA,BEARING PACKAGE Crankshaft Thurst Bearing,,1997-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",5,1,,,Undersize .001 + .030`` Outside Diameter,available,294,13.46,5.2 x 4.2 x 2.2 inches,1.00 Pounds,/parts/mopar-brg-pkg-crankshaft~4883686aa.html
14,4883687AA,BEARING PACKAGE Crankshaft Thurst Bearing,,1997-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",5,1,,,Undersize .002 + .030`` Outside Diameter,discontinued,,,3.9 x 3.9 x 3.0 inches,0.80 Pounds,/parts/mopar-brg-pkg-crankshaft~4883687aa.html
14,4883688AA,BEARING PACKAGE Crankshaft Thurst Bearing,,1997-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",5,1,,,Undersize .010 + .030`` Outside Diameter,discontinued,,,3.7 x 3.5 x 2.6 inches,1.00 Pounds,/parts/mopar-brg-pkg-crankshaft~4883688aa.html
15,4723540AC,BEARING PACKAGE Crankshaft Thrust Standard Size Thrust Bearing,,2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,4723540AD,,,available,76.65,62.04,4.6 x 4.6 x 1.6 inches,0.90 Pounds,/parts/mopar-brg-pkg-crankshaft-thrust~4723540ac.html
16,4723538AC,BEARING PACKAGE Crankshaft Standard Main Bearing,,"2008, 2006","COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",5,1,4723538AD,,"[1,2,4,5,6] White Standard",available,142,95.6,3.7 x 3.6 x 1.6 inches,0.90 Pounds,/parts/mopar-brg-pkg-crankshaft~4723538ac.html
18,6034749,KEY Crankshaft Sprocket,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,6.8,4.6,0.8 x 0.3 x 0.2 inches,0.40 Pounds,/parts/mopar-key-woodruff~6034749.html
19,5037551AB,DAMPER Crankshaft,,2004-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,,5037551AA,,discontinued,,,9.1 x 8.2 x 4.0 inches,10.10 Pounds,/parts/mopar-damper-crankshaft~5037551ab.html
20,6036207AA,BOLT Hex Head Standard Thread,,"2013-2017, 2008-2010, 2005-2006, 2001-2003","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,1821414,,discontinued,,,2.8 x 1.8 x 1.8 inches,1.00 Pounds,/parts/mopar-bolt-hex-head~6036207aa.html
21,6035470,SCREW,,1997-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",12,1,6036816AA,6036717AA,,available,17.85,12.47,2.7 x 1.0 x 1.0 inches,0.80 Pounds,/parts/mopar-bolt-hex-head~6035470.html
22,6035665,BOLT Bearing Cap,,1997-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",4,1,,,,available,12.5,9.83,4.8 x 0.8 x 0.8 inches,0.70 Pounds,/parts/mopar-bolt~6035665.html
23,6036549AA,STUD,,2004-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,8,1,,,,discontinued,,,5.6 x 0.8 x 0.8 inches,0.70 Pounds,/parts/mopar-stud-double-ended~6036549aa.html
