ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4874425,"HOUSING, Heater/Air Conditioning",,,,,,,"CLIP, Spring",available,7.35,4.95,/parts/mopar-clip-spring~4874425.html
1,4763972,"HOUSING, Heater/Air Conditioning",,,,,,,"DUCT, Recirculating",discontinued,,,
1,4874423,"HOUSING, Heater/Air Conditioning",,,,,,,,discontinued,,,
2,4874422,"COVER, Actuator",,,,,,,,discontinued,,,/parts/mopar-cover-heater~4874422.html
3,4874375,ACTUATOR,,,,,,,,discontinued,,,/parts/mopar-actuator-heater-door~4874375.html
4,4848515,ACTUATOR,,,,,,,"ACTUATOR, Vacuum",discontinued,,,
4,4874376,ACTUATOR,,,,,,,,discontinued,,,/parts/mopar-actuator-fresh-air-door~4874376.html
5,4874377,"HARNESS, Vacuum Actuator",,,,,,,,discontinued,,,/parts/mopar-harness-a-c-and-heater-vacuum~4874377.html
6,4708364,"HARNESS, Thermostat",,,,,,,,discontinued,,,/parts/mopar-wiring-heater-and-a-c~4708364.html
7,4708205,THERMOSTAT,,,,,,,,discontinued,,,/parts/mopar-thermosta-air-conditioning~4708205.html
8,4874421,"BRACKET, Heater Core",,,,,,,,discontinued,,,/parts/mopar-bracket-heater-core~4874421.html
9,4874374,"CORE, w/Seals Heater",,,,,,,,discontinued,,,/parts/mopar-core-heater~4874374.html
10,4708196,EVAPORATOR,,,,,,,,discontinued,,,
11,4709102,"VALVE, Exspansion",,,,,,,,discontinued,,,/parts/mopar-valve-a-c-expansion~4709102.html
12,4874424,"PACKAGE, Seal",,,,,,,,discontinued,,,/parts/mopar-seal-a-c-and-heater-unit~4874424.html
