ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5149064AA,SENDING UNIT Oil Pressure,,,,,,5149064AB,,available,85.7,57.83,/parts/mopar-switch-oil-pressure~5149064aa.html
2,5149077AB,SENSOR Fluid Temperature,,,,,,,,available,67.9,47.24,/parts/mopar-sensor-fluid-temperature~5149077ab.html
3,5149077AB,SENSOR Fluid Temperature,,,,,,,,available,67.9,47.24,/parts/mopar-sensor-fluid-temperature~5149077ab.html
4,5037678AC,SHIELD Sensor,,,,,,,,available,35.35,24.82,/parts/mopar-shield-crank-position-sensor~5037678ac.html
5,6505316AA,NUT Hex Flange Lock M6X1.00,,,,,,,,available,7.2,4.89,/parts/mopar-nut-hex-flange-lock~6505316aa.html
6,5033316AB,SENSOR Knock,,,,2,1,,,available,194,129.38,/parts/mopar-sensor-knock~5033316ab.html
7,6101759,SCREW AND WASHER Hex Head M8x1.25x35,,,,2,1,,,available,3.1,2.1,/parts/mopar-screw-hex-head~6101759.html
8,5033307AC,SENSOR Crankshaft Position,,,,,,5033307AE,,available,133,95.97,/parts/mopar-sensor-crankshaft-position~5033307ac.html
9,6508686AA,STUD Double Ended,,,,,,,,available,6.45,4.43,/parts/mopar-stud-double-ended~6508686aa.html
10,5149054AC,SENSOR Camshaft,,,,,,,,available,51.7,36.12,/parts/mopar-sensor-camshaft~5149054ac.html
11,6502993,BOLT Hex Flange Head M6x1.00x12.00,,,,,,,,available,3.1,2.1,/parts/mopar-bolt-hex-flange-head~6502993.html
