ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,QV63TX9AA,PANEL Door Trim Front,,,,,,,Left (Use Up To 7-12-97),discontinued,,,
1,QY20TX9AA,PANEL Door Trim Front,,,,,,,Right With Notch At Door Opening (B-Pillar),discontinued,,,/parts/mopar-panel-door-trim-front~qy20tx9aa.html
1,QY21TX9AA,PANEL Door Trim Front,,,,,,,Left With Notch At Door Opening (B-Pillar),discontinued,,,/parts/mopar-panel-door-trim-front~qy21tx9aa.html
1,RT741X7AA,PANEL Door Trim Front,,,,,,,Right (Use After 7-12-97),discontinued,,,
1,RT751X7AA,PANEL Door Trim Front,,,,,,,Left (Use After 7-12-97),discontinued,,,
2,EK03PX9,BEZEL Remote Control,Left,,,,,,,discontinued,,,/parts/mopar-bezel-remote-control~ek03px9.html
3,6031869,NUT Push .19,,,,2,1,,,discontinued,,,/parts/mopar-grommet-push~6031869.html
4,6032723,SCREW Self Tapping M4.2x1.69x19.05,,,,4,1,,,available,9.15,6.35,/parts/mopar-screw-self-tapping~6032723.html
6,ME69JX8,MOLDING B Pillar,Left,,29,,,,,discontinued,,,
6,QB92JX8,MOLDING B Pillar,Right,,27,,,,,available,296.03,232.63,/parts/mopar-cover-b-pillar~qb92jx8.html
6,QB93JX8,MOLDING B Pillar,Left,,27,,,,,discontinued,,,/parts/mopar-cover-b-pillar~qb93jx8.html
7,55176291,BUMPER Steel Insert,,,,4,1,,,available,17,12.84,/parts/mopar-bumper-steel-insert~55176291.html
8,6101973,SCREW Pan Head M5X0.80X8.00,,,,6,1,,,discontinued,,,/parts/mopar-screw-pan-head~6101973.html
10,4658887,PUSH PIN Front Door Glass Run With Weatherstrip,,,,4,1,,,available,7.15,4.95,/parts/mopar-retainer~4658887.html
11,4763797,WATERSHIELD Front Door,Left,,,,,,,discontinued,,,
12,MS39MX4AB,BEZEL Door Trim Panel,Left,,,,,,,discontinued,,,/parts/mopar-bezel-door-trim-panel~ms39mx4ab.html
,6503709,PIN Door Panel,,,,,,,,available,3.65,2.5,/parts/mopar-pin-door-panel~6503709.html
