ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4763935,"LABEL, Emmision",,,27,,,,discontinued,,,/parts/mopar-label-emiss-adj-rtg-diag~4763935.html
1,4763936,"LABEL, Emmision",,,27,,,,discontinued,,,/parts/mopar-label-emiss-adj-rtg-diag~4763936.html
1,4708310,"LABEL, Emmision",,,,,,,discontinued,,,
1,4708311,"LABEL, Emmision",,,,,,,discontinued,,,
1,4708352,"LABEL, Emmision",,,,,,,discontinued,,,
1,4709150,"LABEL, Emmision",,,,,,,discontinued,,,
1,4709151,"LABEL, Emmision",,,,,,,discontinued,,,
1,4709454,"LABEL, Emmision",,,,,,,discontinued,,,
1,4709455,"LABEL, Emmision",,,,,,,discontinued,,,
1,4709456,"LABEL, Emmision",,,,,,,discontinued,,,
1,4763567,"LABEL, Emmision",,,,,,,discontinued,,,/parts/mopar-emissions-adj-rtg-diagram~4763567.html
1,4763568,"LABEL, Emmision",,,,,,,discontinued,,,
1,4763569,"LABEL, Emmision",,,,,,,discontinued,,,
1,4763937,"LABEL, Emmision",,,27,,,,discontinued,,,/parts/mopar-label-emiss-adj-rtg-diag~4763937.html
1,4848016,"LABEL, Emmision",,,29,,,,discontinued,,,
1,4848017,"LABEL, Emmision",,,29,,,,discontinued,,,
1,4848018,"LABEL, Emmision",,,29,,,,discontinued,,,
