ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4761733,"RECEIVER, Ash (Black)",,,,,,,,discontinued,,,
2,6032268,"BEZEL, Console",,,,6,1,,"Clip, Bezel attaching",discontinued,,,/parts/mopar-clip~6032268.html
2,HV33LX9,"BEZEL, Console",,,27,,,,Black 1993-95,discontinued,,,
2,HV33MD5,"BEZEL, Console",,,27,,,,Quartz 1993-95,discontinued,,,
2,HV33SX4,"BEZEL, Console",,,27,,,,Opal/Black-1996,discontinued,,,/parts/mopar-bezel-console~hv33sx4.html
2,KS79MX4,"BEZEL, Console",,,29,,,,Opal/Black 1996,discontinued,,,
4,PF42RD5,"CONSOLE, Assembly (Items 7 & 8 Included)",,,,,,,Quartz,discontinued,,,/parts/mopar-console-front~pf42rd5.html
4,PF42RKA,"CONSOLE, Assembly (Items 7 & 8 Included)",,,,,,,Tan,discontinued,,,/parts/mopar-console-front~pf42rka.html
4,PF42SX7,"CONSOLE, Assembly (Items 7 & 8 Included)",,,,,,,Black,discontinued,,,
6,3004190,"SHELL, w/Clamp, C/Lighter",,,,,,,"ELEMENT, Cigar Lighter",discontinued,,,
6,4373689,"SHELL, w/Clamp, C/Lighter",,,,,,,"KNOB, Cigar Lighter",discontinued,,,
7,EK21LX9,"BOOT, Parking Brake",,,,,,,,discontinued,,,
8,4643033,"BOOT, Shift",,,,,,,RETAINER,discontinued,,,
8,EK22LX9,"BOOT, Shift",,,,,,,,discontinued,,,/parts/mopar-boot-shifter-lever~ek22lx9.html
