ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4848158AB,WIRING Unified Body,,,27,,,,,discontinued,,,/parts/mopar-wiring-unified-body~4848158ab.html
,4763806AB,HARNESS CCV To Air Cleaner,,,,,,,,discontinued,,,
,4763804AC,HARNESS Canister Purge,,,,,,,,discontinued,,,/parts/mopar-harness-canister-purge~4763804ac.html
,4763767AB,HARNESS PCV,,,,,,,,available,3.52,2.76,/parts/mopar-harness-pollution-control-valve~4763767ab.html
,4642610AB,WIRING Battery Negative,,,,,,4642610AC,,discontinued,,,/parts/mopar-cable-bat-battery-negative~4642610ab.html
,4763057AB,WIRING Battery Positive,,,,,,4763057AE,,discontinued,,,/parts/mopar-cable-bat-battery-positive~4763057ab.html
,4763076AB,WIRING Door,Right,,,,,,,discontinued,,,
,4848156AC,WIRING Electric Back Light,,,,,,,,discontinued,,,/parts/mopar-wiring-electric-back-light~4848156ac.html
,4708364,WIRING Heater and A/C,,,,,,,,discontinued,,,/parts/mopar-wiring-heater-and-a-c~4708364.html
,4886109AA,WIRING Mirror Jumper,,,,,,,,discontinued,,,/parts/mopar-wiring~4886109aa.html
,4709138,WIRING Side Marker Jumper,,,,,,,,discontinued,,,/parts/mopar-side-marker-jumper-wiring~4709138.html
,5245041,WIRING Transmission,,,,,,,,discontinued,,,/parts/mopar-wiring-transmission~5245041.html
