ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4709051,"SHOCK ABSORBER, Front",,,,2,1,,1993-95 w/Coil Spring,discontinued,,,/parts/mopar-coil-over-shock-assy-frt~4709051.html
1,4643115,"SHOCK ABSORBER, Front",,,,2,,,1992 w/Coil Spring,discontinued,,,
1,4709291,"SHOCK ABSORBER, Front",,,27,2,,,1996 w/o Coil Spring,discontinued,,,
1,4848641,"SHOCK ABSORBER, Front",,,29,2,1,,1996 w/o Coil Spring,discontinued,,,/parts/mopar-absorber-suspension~4848641.html
1,4855168,"SHOCK ABSORBER, Front",,,,2,,,1996 w/Coil Spring,discontinued,,,
2,6100969,"BOLT, Shock Mtg.",,,,4,1,,,discontinued,,,/parts/mopar-bolt-hex-flange-head~6100969.html
3,6101515,"NUT, Shock Mtg.",,,,4,,,,discontinued,,,
4,4709337,"CAM BOLT, Lower Control Arm 1992-93 4.75""",,,,4,1,,"1994-96, 4.63""",discontinued,,,/parts/mopar-cam-bolt-l-cont-arm~4709337.html
5,2269232,"CAM, Washer Lower Control Arm",,,,4,1,,,discontinued,,,/parts/mopar-nut-front-suspension-control-ar~2269232.html
6,0152479,NUT,,,,4,,,,discontinued,,,
7,1671405,"NUT, Lower Ball Joint",,,,2,1,,,discontinued,,,/parts/mopar-nut-hex~1671405.html
8,273912,"NUT, Upper Ball Joint",,,,2,1,,,discontinued,,,/parts/mopar-nut-hex~273912.html
10,4642013,"ARM, Control Lower",,,,,,,"1992-95, Left",discontinued,,,
10,4709296,"ARM, Control Lower",,,,,,,"1996, Right",discontinued,,,/parts/mopar-arm-control~4709296.html
10,4709297,"ARM, Control Lower",,,,,,,"1996, Left",discontinued,,,/parts/mopar-arm-control~4709297.html
11,4642077,"ARM, Control Upper",,,,,,,"1992-95, Left",discontinued,,,/parts/mopar-arm-frt-susp-upr-lt~4642077.html
11,4709292,"ARM, Control Upper",,1996,,2,1,,,discontinued,,,/parts/mopar-arm-control~4709292.html
12,6031282,"NUT, Upper Control Arm Mtg.",,,,4,,,,discontinued,,,
13,4643113,"KNUCKLE, Front Axle",,,,,,,"1992-95, Left",discontinued,,,
13,4709303,"KNUCKLE, Front Axle",,,,,,,1996 Lt.,discontinued,,,/parts/mopar-knuckle-front~4709303.html
13,4709304,"KNUCKLE, Front Axle",,,,,,,1996 Rt.,discontinued,,,/parts/mopar-knuckle-front-axle~4709304.html
14,6100219,NUT,,,,2,1,,,available,8.75,6.06,/parts/mopar-nut-hex-jam~6100219.html
15,6501423,SCREW,,,,4,1,,,discontinued,,,/parts/mopar-bolt-m10x1-5-35~6501423.html
16,4643047,"LINK, Assy.",,1992-95,,2,1,,,discontinued,,,/parts/mopar-link-stabilizer-bar~4643047.html
17,4848105,"BAR, Sway",,1996,,,,,,discontinued,,,/parts/mopar-bar-frt-susp~4848105.html
18,4404219,"RETAINER, Sway Bar",,,,2,1,,,discontinued,,,/parts/mopar-cover-sway-bar~4404219.html
19,4643004,BUSHING,,,,2,1,,,discontinued,,,/parts/mopar-bushing-stabilizer-bar~4643004.html
20,2808394,"BALL JOINT, Upper",,,,2,1,,,unavailable,,,/parts/mopar-b-jnt-pkg-upper-control-arm~2808394.html
21,4848174,"BALL JOINT, Lower",,1996,,2,1,,,discontinued,,,/parts/mopar-balljoint-lower-control-arm~4848174.html
22,52006405,"SEAL, Ball Joint Upper",,,,4,1,,,discontinued,,,/parts/mopar-seal-ball-joint~52006405.html
23,4642056,"SHIM, Front Suspension Control Arm",,,,,,,,discontinued,,,/parts/mopar-spacer-control-arm~4642056.html
24,9425066,"BOLT, Upper Control Arm Mounting To Frame",,,,4,,,,discontinued,,,
,4763943,1996,,,,2,1,,,discontinued,,,/parts/mopar-seat-reduced-height-spring~4763943.html
,4848049,"BUSHING, Upper Control Pivot",,,,4,1,,,discontinued,,,/parts/mopar-bushing-control-arm~4848049.html
,52006404,"SEAL, Lower Ball Joint",,,,2,1,,,available,43.8,30.41,/parts/mopar-seal-ball-joint~52006404.html
,4708045,"SEAT, Adjusting",,,,,,,,discontinued,,,/parts/mopar-seat-reduced-height-spring~4708045.html
,4708045,"SEAT, Spring Reduced Height 1994-95",,,,2,1,,,discontinued,,,/parts/mopar-seat-reduced-height-spring~4708045.html
,4708027,"SHIM, Spring Seat 1992-95",,,,,,,,available,8.23,6.47,/parts/mopar-shim-spring-seat~4708027.html
,4709321,"SHIM, Spring Seat 1996",,,,,,,,discontinued,,,/parts/mopar-shim-coil-over-shock-spring~4709321.html
,4643203,"SPRING, Front Coil 1992",,,,2,,,,discontinued,,,
,4708496,"SPRING, Front Coil 1993-95",,,,2,,,,discontinued,,,
,4848168,"SPRING, Front Coil 1996",,,,2,1,,,discontinued,,,/parts/mopar-spring-front~4848168.html
