ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,6503929,"SCREW, Throttle Body",,1995-96,,8,1,,,available,7.05,4.78,/parts/mopar-screw-coned-pilot~6503929.html
1,6101810,"SCREW, Throttle Body",,1994,,8,,,,discontinued,,,
1,6502445,"SCREW, Throttle Body",,1992-1993,,8,,,,discontinued,,,
2,4763763,THROTTLE BODY ASSEMBLY,,,29,,,,Lt.,discontinued,,,/parts/mopar-t-body~4763763.html
2,4763766,THROTTLE BODY ASSEMBLY,,,29,,,,Rt.,discontinued,,,/parts/mopar-t-body~4763766.html
2,5245240,THROTTLE BODY ASSEMBLY,,,27,,,,Rt.,discontinued,,,
2,5245241,THROTTLE BODY ASSEMBLY,,,27,,,,Lt.,discontinued,,,/parts/mopar-t-body-60mm~5245241.html
3,4761871,"SENSOR, Throttle Position",,,27,,,,,discontinued,,,
3,4874371,"SENSOR, Throttle Position",,,29,,,,,discontinued,,,
4,53007543,"GASKET, Throttle Body to Intake Manifold",,,27,2,1,53007543AB,,available,11.6,7.98,/parts/mopar-gasket-throttle-body~53007543.html
4,4848126,"GASKET, Throttle Body to Intake Manifold",,,29,2,1,,,discontinued,,,/parts/mopar-gasket-throttle-body-to-intake~4848126.html
5,5245354,"MOTOR, Automatic Idle Speed",,,,,,,,discontinued,,,/parts/mopar-motor-air-bypass~5245354.html
6,6035666,"SCREW, AIS",,1995-96,,,,154777,,available,14.2,9.9,/parts/mopar-bolt~6035666.html
6,154777,"SCREW, AIS",,1994,,,,,,available,14.2,7.13,/parts/mopar-bolt~154777.html
6,6034528,"SCREW, AIS",,1992-93,,,,,,discontinued,,,/parts/mopar-sc-wa-hex-hd-hdr-pt-head-cover~6034528.html
7,4778637,"REPAIR PACKAGE, AIS Motor",,,,,,,,discontinued,,,
8,5245373,"GASKET, AIS Motor",,,,,,,,discontinued,,,/parts/mopar-gasket-a-i-s-motor~5245373.html
9,4763805,"HOSE, AIS Supply",,,29,,,,,discontinued,,,/parts/mopar-hose-a-i-s-supply~4763805.html
9,4763539,"HOSE, AIS Supply",,,27,,,,After 2-10-94,discontinued,,,/parts/mopar-ais-supply-hose~4763539.html
9,5245454,"HOSE, AIS Supply",,,27,,,,Up To 2-10-94,discontinued,,,
10,53009672,"CONNECTOR, Elbow, Map Sensor",,,,,,,,discontinued,,,/parts/mopar-connector-emission-hose~53009672.html
,4848127,"BODY, A.I.S.",,,,,,,,discontinued,,,
