ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,6101801,SCREW Tapping Annular M8x1.25x15,,,,3,1,,,discontinued,,,/parts/mopar-screw-tapping-annular~6101801.html
2,5013433AA,BRACKET PACKAGE Leak Detection Pump,,,,,,,,available,8.57,6.73,/parts/mopar-bracket-leak-detection-pum~5013433aa.html
3,4669360,HOSE Leak Detection Pump,,,,,,,,discontinued,,,/parts/mopar-hose-leak-detection-pump~4669360.html
4,4669306AB,PUMP Leak Detection,,,,,,4891423AC,,discontinued,,,/parts/mopar-pump-leak-detection~4669306ab.html
5,4612901,FILTER Fuel Vapor Vent,,,,,,,,discontinued,,,/parts/mopar-filter-fuel-vapor-vent~4612901.html
7,4669359,HOSE Leak Detection Pump,,,,,,,,discontinued,,,
8,4669456,CANISTER Vapor,,,,,,,,discontinued,,,/parts/mopar-canister-vapor~4669456.html
,6502493,NUT Hex Flange Serration M6x1,,,,,,,,discontinued,,,/parts/mopar-nut-hex-flange-serration~6502493.html
,6035482,SCREW Tapping .19-16x.375,,,,3,1,,,discontinued,,,/parts/mopar-screw-tapping~6035482.html
,6503951,STUD M6X1.00X.250-14X30.00,,,,3,1,,,discontinued,,,/parts/mopar-stud~6503951.html
