ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,4763341AB,PANEL Quarter,Left,1998-2002,"29; GTS Coupe, GTS-L Coupe",10 Cyl 8.0L,,,,,,discontinued,,,63.8 x 29.1 x 12.2 inches,20.30 Pounds,/parts/mopar-panel-quarter~4763341ab.html
1,4848232AB,PANEL Quarter,Right,1997-1999,27; RT/10 Convertible,10 Cyl 8.0L,,,,,,discontinued,,,,31.50 Pounds,/parts/mopar-panel-quarter~4848232ab.html
1,4848233AB,PANEL Quarter,Left,1997-1999,27; RT/10 Convertible,10 Cyl 8.0L,,,,,,available,626.74,492.52,,30.80 Pounds,/parts/mopar-panel-quarter~4848233ab.html
2,4643893,SHIM Quarter Panel,,1992-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,1.6 x 1.2 x 0.1 inches,0.40 Pounds,/parts/mopar-shim-quarter-panel~4643893.html
3,6034844,RIVET Blind .250x.375/.562,,"2008-2010, 1992-2006","COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,68258407AA,,,available,5.7,3.96,2.8 x 0.6 x 0.6 inches,0.50 Pounds,/parts/mopar-rivet-blind~6034844.html
4,6034645,RIVET .25 Grip-.06-.25,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",14,1,,,,available,12.7,8.8,3.1 x 0.6 x 0.3 inches,0.50 Pounds,/parts/mopar-retainer~6034645.html
5,4848202,SEAL Panel,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,2,1,,,,discontinued,,,8.2 x 3.2 x 1.1 inches,0.50 Pounds,/parts/mopar-seal-panel~4848202.html
7,6034578,RIVET .25 Grip.06-.25,,1992-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,2,1,,,,discontinued,,,2.6 x 0.6 x 0.6 inches,0.50 Pounds,/parts/mopar-retainer~6034578.html
8,4708021,LABEL Exhaust Warning,,1992-2003,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible","10 Cyl 8.0L, 10 Cyl 8.3L",2,1,,,,discontinued,,,,0.50 Pounds,/parts/mopar-label-exhaust-warning~4708021.html
9,6501373,SCREW AND WASHER Hex Head M6x1x20,,"2008-2010, 1992-2006","27; ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",3,1,,,,available,9,6.23,1.0 x 0.6 x 0.6 inches,0.40 Pounds,/parts/mopar-screw-hex-head~6501373.html
