ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4692269AI,SENSOR Battery,,,,,,,,available,291,206.31,/parts/mopar-sensor-battery~4692269ai.html
2,6104182AA,SCREW Hex Flange Head M6X1.0X25.00,,,,2,1,,,available,7,4.83,/parts/mopar-screw-hex-flange-head~6104182aa.html
3,56054085AA,SENSOR Acceleration,,,,4,1,,,available,294,195.75,/parts/mopar-sensor-acceleration~56054085aa.html
4,56054036AA,SENSOR Seat Position,,,,,,56054036AB,,available,30.8,21.32,/parts/mopar-sensor-seat-position~56054036aa.html
5,68206497AA,SENSOR Seat track position,,,,,,56054036AB,,available,30.8,21.32,/parts/mopar-sensor-seat-track-position~68206497aa.html
6,56029400AE,SENSOR Tire Pressure,,,,4,1,68374924AB,,available,99.1,70.99,/parts/mopar-sensor-tire-pressure~56029400ae.html
7,56053037AB,NUT Tire Pressure Sensor,,,,4,1,,,available,11.05,7.69,/parts/mopar-nut-tire-pressure-sensor~56053037ab.html
8,6510139AA,PUSH PIN M7.0X17.0,,,,,,,,available,3.75,2.56,/parts/mopar-push-pin~6510139aa.html
9,5149265AB,SENSOR Ambient Temperature,,,,,,68518243AA,,available,69.85,48.81,/parts/mopar-sensor-ambient-temperature~5149265ab.html
10,68230114AA,SENSOR Sun,,,,,,68230114AB,,available,103,69.53,/parts/mopar-sensor-sun~68230114aa.html
11,55111178AC,SENSOR Temperature Cabin Air,,,,,,55111178AD,,available,141,94.89,/parts/mopar-sensor-temperature-cabin-air~55111178ac.html
