ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,68164506AA,COVER Mirror,,2013-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,,,,available,26,20.15,4.2 x 4.1 x 2.4 inches,0.50 Pounds,/parts/mopar-cover-mirror~68164506aa.html
3,68141142AB,MIRROR Inside Rear View,,2015,"SRT, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,68141142AC,,,available,1190,801.17,12.6 x 5.7 x 4.6 inches,2.70 Pounds,/parts/mopar-mirror-inside-rear-view~68141142ab.html
4,68160002AA,COVER Mirror,,2013-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,,,,available,30.25,23.88,5.3 x 3.1 x 2.9 inches,0.60 Pounds,/parts/mopar-cover-mirror~68160002aa.html
