ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,4848985AA,TANK Fuel,,,,,,,,,,discontinued,,,,,
2,5264918AA,TUBE Fuel Vapor Recirculation,,2000-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,20.1 x 7.2 x 0.5 inches,0.90 Pounds,/parts/mopar-tube-fuel-vapor-recirculation~5264918aa.html
,4848282AB,STRAP Fuel Tank,,1998-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,available,17.39,13.66,38.1 x 3.2 x 2.4 inches,1.60 Pounds,/parts/mopar-strap-fuel-tank~4848282ab.html
