ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5037171AB,GASKET Water Pump,,,,,,,,available,30.55,21.14,/parts/mopar-gasket-water-pump~5037171ab.html
2,5037164AB,PUMP Water With Pulley,,,,,,,,discontinued,,,/parts/mopar-pump-water~5037164ab.html
3,6035666,BOLT,,,,6,1,154777,,available,14.2,9.9,/parts/mopar-bolt~6035666.html
