ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4865667AA,MODULE Engine Controller,,,,,,,,discontinued,,,
3,4848160AB,COVER Module,,,,,,,,discontinued,,,
,6034300,SCREW Tapping .19-16x1.75,,,,3,1,,,discontinued,,,/parts/mopar-screw-tapping~6034300.html
