ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,4865346AA,WHEEL Front,,,,,,,,,,discontinued,,,,,
2,4865347AA,WHEEL Rear,,2001-2002,Base,6 Cyl 3.5L,,,,,,discontinued,,,21.8 x 10.4 x 25.1 inches,43.50 Pounds,/parts/mopar-wheel~4865347aa.html
3,6500092,NUT Wheel M12x1.5,,2001-2002,Base,6 Cyl 3.5L,20,1,,,,available,13.3,9.2,1.2 x 1.1 x 1.1 inches,0.50 Pounds,/parts/mopar-nut-wheel~6500092.html
4,4865352AA,CAP Wheel Center,,2001,Base,6 Cyl 3.5L,4,1,,,,discontinued,,,6.8 x 6.8 x 1.3 inches,0.50 Pounds,/parts/mopar-cap-wheel-center~4865352aa.html
10,4815889,WEIGHT Wheel Balance Tape,,2001-2002,Base,6 Cyl 3.5L,,,5154061AA,,,available,14.75,10.08,6.1 x 1.0 x 0.4 inches,0.60 Pounds,/parts/mopar-weight-wheel-balance-tape~4815889.html
,5264900AA,LABEL Tire Pressure,,2001-2002,Base,6 Cyl 3.5L,,,,,,available,5.4,4.24,,0.70 Pounds,/parts/mopar-label-tire-pressure~5264900aa.html
,4815227AD,MODULE Tire Pressure Monitoring,,2001,Base,6 Cyl 3.5L,,,,"4815227AC, 4815227AB",,discontinued,,,6.3 x 6.4 x 3.5 inches,1.00 Pounds,/parts/mopar-module-low-tire-pressure-warning~4815227ad.html
,6101447,NUT Sensor Attaching,,2001-2002,Base,6 Cyl 3.5L,,,,,,available,8.55,5.94,0.8 x 0.8 x 0.6 inches,0.40 Pounds,/parts/mopar-nut~6101447.html
,6505692AA,O RING Wheel Sensor,,2001-2002,Base,6 Cyl 3.5L,,,,68003932AA,,discontinued,,,0.9 x 0.9 x 0.1 inches,0.40 Pounds,/parts/mopar-o-ring~6505692aa.html
,4815132AB,SENSOR Tire Pressure Valve stem Cap serviced with Sensor,,2001,Base,6 Cyl 3.5L,,,,,,discontinued,,,3.2 x 3.0 x 0.8 inches,0.50 Pounds,/parts/mopar-stem-tire-pressure~4815132ab.html
