ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,82214236,EFFECTS KIT Ground,,,,,,,,discontinued,,,/parts/mopar-accessories_effects_ground-82214236.html
2,68194698AB,PANEL Rear Fascia Valance,,,,,,,,discontinued,,,/parts/mopar-panel-rear-fascia-valance~68194698ab.html
3,6510612AA,CLIP U Type M7.90X7.90,,,,6,1,,,available,2.3,1.34,/parts/mopar-clip-u-type~6510612aa.html
4,82214237,EFFECTS KIT Ground,,,,,,,,available,4580,4093.6,/parts/mopar-accessories_effects_ground-82214237.html
5,68191403AA,BEZEL Air Inlet,Left,,,,,,,available,855,718.2,/parts/mopar-bezel-air-inlet~68191403aa.html
6,6510611AA,PUSH NUT,,,,8,1,,,available,2.3,1.34,/parts/mopar-nut~6510611aa.html
7,68191405AB,PANEL Inlet Duct Rear Brake Cooling,Left,,,,,,,available,2175,1469,/parts/mopar-panel-inlet-duct~68191405ab.html
8,82214238,EFFECTS KIT Ground,,,,,,,,discontinued,,,/parts/mopar-accessories_effects_ground-82214238.html
9,68187848AA,SPOILER Liftgate,,,,,,68187848AB,,available,5345,3621.65,/parts/mopar-spoiler-liftgate~68187848aa.html
10,68210709AA,PANEL Underbody Front,Left,,,,,68210709AB,,available,2515,214.56,/parts/mopar-panel-underbody-front~68210709aa.html
11,6035201,RIVET,,,,8,1,,,available,12.2,8.45,/parts/mopar-rivet~6035201.html
