ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,4865866AA,PANEL Instrument,,"2008, 2005, 2003","COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,222,183.86,19.9 x 13.1 x 2.0 inches,1.10 Pounds,/parts/mopar-panel-opening~4865866aa.html
2,4865537AB,HINGE Glovebox,,"2013-2017, 2008-2010, 2005","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,54.65,46.83,10.2 x 1.2 x 0.3 inches,0.70 Pounds,/parts/mopar-hinge-glovebox~4865537ab.html
3,1MA361D5AA,DOOR Glove Box,,2008-2009,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,TQ751X5AB,,[X5],available,282,190.63,4.2 x 25.2 x 0.3 inches,4.20 Pounds,/parts/mopar-door-glove-box~1ma361d5aa.html
3,1MA361U4AA,DOOR Glove Box,,2008-2009,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,TQ751XUAB,,[XU],available,354,239.14,22.1 x 10.8 x 9.8 inches,2.20 Pounds,/parts/mopar-door-glove-box~1ma361u4aa.html
3,1MA361XRAA,DOOR Glove Box,,2008-2009,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,TQ752XRAB,,[XR],available,727,497.04,4.2 x 24.7 x 0.3 inches,3.40 Pounds,/parts/mopar-door-glove-box~1ma361xraa.html
3,1MA36DX9AA,DOOR Glove Box,,2008-2009,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,TQ75DX9AB,,[X9],available,1515,1024.91,21.8 x 10.7 x 9.8 inches,4.70 Pounds,/parts/mopar-door-glove-box~1ma36dx9aa.html
4,4565022,SWITCH AND LAMP Glove Box,,"2013-2017, 2008-2010, 2005, 2003","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,33.8,23.42,3.8 x 2.6 x 1.9 inches,0.50 Pounds,/parts/mopar-switch-glove-box~4565022.html
5,4865536AA,PANEL Glove Box,,"2008-2010, 2005, 2003","ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,discontinued,,,16.6 x 12.2 x 0.8 inches,1.50 Pounds,/parts/mopar-panel-glove-box~4865536aa.html
6,5029142AA,BIN Glove box,,"2008-2010, 2005, 2003","ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,241,195.75,9.1 x 8.9 x 6.2 inches,1.10 Pounds,/parts/mopar-bin-glove-box~5029142aa.html
7,4698884,STRIKER Glove Box Door Latch,,"2008, 2005, 2003","COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,18.65,16.18,1.9 x 1.9 x 0.2 inches,0.50 Pounds,/parts/mopar-striker-glove-box-door-latch~4698884.html
8,QN25DX9AB,LATCH Glovebox Door,,"2008-2010, 2005, 2003","ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,QN25DBNAB,,discontinued,,,10.8 x 2.4 x 2.0 inches,0.70 Pounds,/parts/mopar-latch-glovebox-door~qn25dx9ab.html
9,TQ811D5AA,COVER Steering Column,,2008-2010,"ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,,1MA751D5AA,[X5],available,414,345.65,22.2 x 14.6 x 7.5 inches,2.20 Pounds,/parts/mopar-cover-steering-column~tq811d5aa.html
9,TQ811U4AA,COVER Steering Column,,2008,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,TQ811T5AA,,[XU],available,475,317.78,17.7 x 14.3 x 9.4 inches,2.00 Pounds,/parts/mopar-cover-steering-column~tq811u4aa.html
9,TQ81DX9AA,COVER Steering Column,,2008-2010,"ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,,1MA75DX9AA,[X9],available,570,374,22.4 x 14.7 x 9.3 inches,5.10 Pounds,/parts/mopar-cover-steering-column~tq81dx9aa.html
10,5029098AA,BRACE Instrument Panel to Floor,,"2008, 2003-2006","COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,discontinued,,,7.3 x 1.5 x 0.3 inches,0.70 Pounds,/parts/mopar-brace-instrument-panel-to-floor~5029098aa.html
11,5029016AA,BRACKET Relay,,"2008-2010, 2005, 2003","ACR-X Coupe, COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,235,198,6.4 x 4.5 x 1.9 inches,0.60 Pounds,/parts/mopar-bracket-relay~5029016aa.html
