ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5245237AB,SEPERATOR Ignition Cable,,,,4,1,,,discontinued,,,/parts/mopar-seperator-ignition-cable~5245237ab.html
2,5093789AA,CABLE PACKAGE Ignition,,,,,,,,available,215,182.08,/parts/mopar-cable-pkg-ignition~5093789aa.html
3,5037179AC,WIRE Spark Plug,,,,,,5029651AA,[#4],available,50.9,35.53,/parts/mopar-wiring-spark-plug~5037179ac.html
3,5037180AC,WIRE Spark Plug,,,,,,5029652AA,[#6],available,37.85,26.45,/parts/mopar-wiring-spark-plug~5037180ac.html
3,5037181AC,WIRE Spark Plug,,,,,,5029653AA,[#8],available,49.45,34.54,/parts/mopar-wiring-spark-plug~5037181ac.html
3,5037182AC,WIRE Spark Plug,,,,,,5029654AA,[#10],available,46.1,32.21,/parts/mopar-wiring-spark-plug~5037182ac.html
3,5037184AC,WIRE Spark Plug,,,,,,5029644AA,[#1],available,41.15,28.72,/parts/mopar-wiring-spark-plug~5037184ac.html
3,5037185AC,WIRE Spark Plug,,,,,,5029645AA,[#3],available,50.05,34.95,/parts/mopar-wiring-spark-plug~5037185ac.html
3,5037186AC,WIRE Spark Plug,,,,,,5029646AA,[#5],available,36.75,25.69,/parts/mopar-wiring-spark-plug~5037186ac.html
3,5037187AC,WIRE Spark Plug,,,,,,5029647AA,[#7],available,53.25,37.11,/parts/mopar-wiring-spark-plug~5037187ac.html
3,5037188AC,WIRE Spark Plug,,,,,,5029648AA,[#9],available,42.35,29.59,/parts/mopar-wiring-spark-plug~5037188ac.html
4,SP0RC12ECC,SPARK PLUG,,,,10,1,68304022AA,,available,8.25,5.71,/parts/mopar-plug~sp0rc12ecc.html
6,56032520,COIL Ignition,,,,,,,,discontinued,,,/parts/mopar-coil-ign-ignition~56032520.html
7,56032521,COIL Ignition,,,,,,,,discontinued,,,/parts/mopar-coil-ignition~56032521.html
,6034526,SCREW AND WASHER,,,,8,1,,,discontinued,,,/parts/mopar-screw~6034526.html
,154777,SCREW AND WASHER Hex Head .25-20x1.00,,,,8,1,,,available,14.2,7.13,/parts/mopar-bolt~154777.html
,5037104AB,SHIELD Heat,,,,10,1,,,discontinued,,,/parts/mopar-shield-heat~5037104ab.html
