ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4865646AD,SHIELD Splash,,,,,,,Right Rear Lower,discontinued,,,/parts/mopar-shield-splash~4865646ad.html
1,4865490AC,SHIELD Splash,Right,,,,,,,discontinued,,,/parts/mopar-shield-splash~4865490ac.html
1,4865647AD,SHIELD Splash,,,,,,,Left Rear Lower,discontinued,,,/parts/mopar-shield-splash~4865647ad.html
2,4865725AB,SHIELD Splash,,,,,,,Left Splash Front Extension,discontinued,,,/parts/mopar-shield-splash~4865725ab.html
3,5116530AA,PIN Push,,,,8,1,,,available,8.55,5.94,/parts/mopar-pin-push~5116530aa.html
4,6507453AA,BOLT AND RETAINER M6.35x12.70,,,,4,1,,,discontinued,,,/parts/mopar-bolt~6507453aa.html
4,4865649AE,SHIELD Splash,,,,,,,Left Rear Upper,discontinued,,,/parts/mopar-shield-splash~4865649ae.html
5,4708180,SCREW Splash Shield,,,,4,1,,,available,7.7,6.35,/parts/mopar-retainer-splash-shield~4708180.html
5,6035625,SCREW [.190-16x.750],,,,6,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
6,6504118,U-NUT M6 x 1.00 M6x1.00,,,,8,1,,,available,14.4,10.02,/parts/mopar-nut-m6-x-1-00~6504118.html
7,4865822AA,PANEL Fog Lamp,,,,,,4865822AB,,available,22.8,17.65,/parts/mopar-panel-fog-lamp-access~4865822aa.html
7,6100877,WASHER Flat M6,,,,4,1,,,discontinued,,,/parts/mopar-washer-flat~6100877.html
8,6102050AA,BOLT Hex Flange Head M6.3X1.81X15.00,,,,4,1,,,available,4.2,2.85,/parts/mopar-screw-hex-flange-head~6102050aa.html
8,6504118,U-NUT M6 x 1.00 M6x1.00,,,,8,1,,,available,14.4,10.02,/parts/mopar-nut-m6-x-1-00~6504118.html
