ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,6035625,SCREW [.190-16x.750],,,,8,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
2,6504118,U-NUT M6 x 1.00 M6x1.00,,,,8,1,,,available,14.4,10.02,/parts/mopar-nut-m6-x-1-00~6504118.html
3,152493,NUT,,,,8,1,,,available,3.55,2.45,/parts/mopar-nut~152493.html
4,5290136AD,BELLY PAN Extension Front,,,,,,5290136AF,,available,324,218.83,/parts/mopar-pan-extension-front~5290136ad.html
5,6035625,SCREW [.190-16x.750],,,,6,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
7,6505070AA,SCREW Pan Head,,,,20,1,,,discontinued,,,/parts/mopar-screw-pan-head~6505070aa.html
8,5290246AB,PLATE Fascia,,,,,,,,discontinued,,,/parts/mopar-plate-fascia~5290246ab.html
9,152493,NUT,,,,8,1,,,available,3.55,2.45,/parts/mopar-nut~152493.html
10,6035625,SCREW [.190-16x.750],,,,4,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
11,5290137AD,BELLY PAN Extension Rear,,,,,,5290137AE,,available,464,381.26,/parts/mopar-pan-extension-rear~5290137ad.html
12,6035625,SCREW [.190-16x.750],,,,4,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
,5029233AA,REINFORCEMENT Trunk Pan,,,,2,1,,,discontinued,,,/parts/mopar-reinfmnt-trunk-pan~5029233aa.html
