ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,GA78LX9,TOUPETTE ASSEMBLY-TOP,,,,,,,discontinued,,,
1,HS53LX9,TOUPETTE ASSEMBLY-TOP,,,,,,,discontinued,,,
1,JU70MX9,TOUPETTE ASSEMBLY-TOP,,,,,,,discontinued,,,
1,MB69PX9,TOUPETTE ASSEMBLY-TOP,,,,,,,discontinued,,,
1,PG65RX9,TOUPETTE ASSEMBLY-TOP,,,,,,,discontinued,,,
2,4643927,"GROMMET, Sport Cap",,,,2,1,,discontinued,,,/parts/mopar-sport-cap-grommet~4643927.html
3,4796302,"SIDE RAIL, Toupette Assy. , Right",,,,,,,discontinued,,,
3,4796303,"SIDE RAIL, Toupette Assy. , Right",,,,,,,discontinued,,,
,4882849,"FASTENER, Side Curtain",,,,,,,discontinued,,,
,4882847,"LATCH, Scissor, Rear",Left,,,,,,available,124.26,97.65,/parts/mopar-scissor-latch~4882847.html
,4882848,"LATCH, Scissor, Rear",Right,,,,,,discontinued,,,
,6035085,"SCREW TAPPING, Snap Tonneau Cover Mounting",,,,3,1,,discontinued,,,/parts/mopar-screw-tapping~6035085.html
,6035227,"SCREW TAPPING, Snap Tonneau Cover Mounting",,,,2,1,,discontinued,,,/parts/mopar-stud~6035227.html
,4882846,"SEAL, Rear Toupette",,,,,,,discontinued,,,/parts/mopar-seal-seal~4882846.html
,HC41LX7,"STORAGE BAG, Toupette Top",,,,,,,discontinued,,,
,GA79LX7,"TONNEAU-COVER, 1992-94",,,,,,,discontinued,,,/parts/mopar-cover~ga79lx7.html
