ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,6036207AA,BOLT Hex Head .750-16x2.250,,"2013-2017, 2008-2010, 2005-2006, 2001-2003","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,1821414,,discontinued,,,2.8 x 1.8 x 1.8 inches,1.00 Pounds,/parts/mopar-bolt-hex-head~6036207aa.html
2,5037727AD,DAMPER Vibration,,2013-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,,,,available,399,324.47,10.3 x 6.5 x 6.2 inches,10.80 Pounds,/parts/mopar-damper-vibration~5037727ad.html
3,4723538AD,BEARING KIT Crankshaft Standard Under/Over Sized Bearings Are Not Serviced,,"2013-2017, 2008, 2005-2006","COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",5,1,,"4723538AC, 4723538AB",,discontinued,,,4.1 x 4.2 x 2.9 inches,0.70 Pounds,/parts/mopar-brg-pkg-crankshaft~4723538ad.html
4,4723540AD,BEARING KIT Crankshaft Thrust Std Under/Over Sized Bearings Are Not Serviced,,"2013-2017, 2008-2010, 2006","COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,4723540AC,,discontinued,,,5.5 x 5.3 x 2.9 inches,1.00 Pounds,/parts/mopar-brg-pkg-crankshaft-thrust~4723540ad.html
5,5038250AD,CRANKSHAFT,,"2013-2017, 2010, 2008","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,,5037695AB,,available,2065,1395.55,32.0 x 8.3 x 7.2 inches,87.00 Pounds,/parts/mopar-crankshft~5038250ad.html
7,6034749,KEY Woodruff,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,6.8,4.6,0.8 x 0.3 x 0.2 inches,0.40 Pounds,/parts/mopar-key-woodruff~6034749.html
8,53009181AB,BEARING Pilot,,"2013-2017, 2008-2010, 2000-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,42.7,29.59,0.9 x 1.2 x 1.2 inches,0.40 Pounds,/parts/mopar-bearing-pilot~53009181ab.html
9,5038010AC,RETAINER Crankshaft Rear Oil Seal,,2014-2015,"SRT, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,5045562AA,,,available,501,338.58,14.8 x 15.2 x 1.0 inches,1.70 Pounds,/parts/mopar-seal-crankshaft-rear-oil-seal~5038010ac.html
10,5037056AC,GASKET Crankshaft Rear Oil Seal Retainer,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,5037056AB,,available,43.35,30.12,6.3 x 2.0 x 0.5 inches,0.40 Pounds,/parts/mopar-gasket-crankshaft-rear-oil-seal-re~5037056ac.html
12,5037300AA,SEAL Crankshaft Oil Rear,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,5037300AC,,available,128,54.57,11.6 x 10.4 x 1.5 inches,0.70 Pounds,/parts/mopar-seal-crankshaft-oil~5037300aa.html
13,6509056AA,BOLT Hex Head M6x1.00x30.00,,"2013-2017, 2008-2010","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,8,1,,,,available,,14.51,2.0 x 1.0 x 1.0 inches,0.50 Pounds,/parts/mopar-bolt-hex-head~6509056aa.html
14,5038699AA,FLYWHEEL,,2013-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,,,,discontinued,,,15.8 x 16.3 x 1.6 inches,15.30 Pounds,/parts/mopar-flywheel~5038699aa.html
16,2843214,GEAR Flywheel Ring,,"2013-2017, 2008-2010, 2003-2006","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,212,140.63,14.9 x 15.1 x 0.4 inches,2.10 Pounds,/parts/mopar-gear-flywheel-ring~2843214.html
17,6508879AA,BOLT Hex Head Locking M10x1.00x30.00,,"2013-2017, 2008-2010","ACR-X Coupe, COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,8,1,,,,available,4.95,3.38,1.5 x 0.7 x 0.7 inches,0.70 Pounds,/parts/mopar-bolt-hex-head-locking~6508879aa.html
