ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5014554AA,FASCIA Rear,,,27,,,,Primed,discontinued,,,/parts/mopar-fascia-rear~5014554aa.html
1,SV631BEAA,FASCIA Rear,,,29,,,,[BE] With Stripes,discontinued,,,
1,SV631DRAA,FASCIA Rear,,,29,,,,[DR] With Stripes,discontinued,,,
1,SV631RNAA,FASCIA Rear,,,29,,,,[RN] With Stripes,discontinued,,,
1,SV631YRAA,FASCIA Rear,,,29,,,,[YR] With Stripes,discontinued,,,/parts/mopar-fascia-rear~sv631yraa.html
2,4763098,BUMPER Fascia Reinforcement,,,,,,,,discontinued,,,/parts/mopar-bumper-fascia~4763098.html
6,6501941,NUT AND WASHER,,,,4,,,,discontinued,,,
8,6025335,SCREW,,,,4,1,,,discontinued,,,/parts/mopar-screw~6025335.html
9,6101448,NUT AND WASHER Hex Nut-Coned Washer M10 x 1.5,,,,4,1,,,available,11.3,7.86,/parts/mopar-nut-hex-nut-coned-washer~6101448.html
,5245077,ADAPTER Bumper Fascia With Brackets,Left,,,,,,,discontinued,,,/parts/mopar-adapter-bumper-fascia~5245077.html
,4763373,FOAM AND TAPE Fascia,,,29,,,,,discontinued,,,/parts/mopar-absorber-fascia~4763373.html
,4270974,LICENSE PLATE KIT,,,,,,,,available,7.75,5.36,/parts/mopar-brkt~4270974.html
