ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4512493,"WING NUT, Jack Hold Down",,,,,,,discontinued,,,
2,4582588,"JACK ASSEMBLY, Scissor",,,,,,,discontinued,,,
2,4848696,"JACK ASSEMBLY, Scissor",,,,,,,discontinued,,,/parts/mopar-belt-jack-stowage~4848696.html
3,52003583,"WRENCH, Wheel Lug Nut",,,,,,,discontinued,,,/parts/mopar-wrench-wheel-lug-nut~52003583.html
4,6034228,"WING NUT, Wrench To Jack Mounting",,,,,,,discontinued,,,
5,5256549,"LABEL, Jacking Instructions",,,,,,,discontinued,,,/parts/mopar-bag-jack-tool-storage~5256549.html
5,4708087,"LABEL, Jacking Instructions",,,,,,,available,1.9,1.49,/parts/mopar-label-tire-storage~4708087.html
