ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,D221SX8,ASH RECEIVER Rear Door,,1997-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,,,/parts/mopar-ashtray-rear-door~d221sx8.html
3,PK84JX8AD,BEZEL Instrument Panel,,1998-2002,RT/10 Convertible,10 Cyl 8.0L,,,,,Center Black,discontinued,,,15.5 x 15.5 x 8.7 inches,1.30 Pounds,/parts/mopar-bezel-instrument-panel~pk84jx8ad.html
4,6032723,SCREW Self Tapping M4.2x1.69x19.05,,"2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,6034949,,available,9.15,6.35,1.1 x 0.7 x 0.7 inches,0.40 Pounds,/parts/mopar-screw-self-tapping~6032723.html
5,PF25WUCAE,CONSOLE Front,,,,,,,,,Cognac,discontinued,,,,,
6,6505389AA,SCREW Oval Head,,2000-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,2,1,,,,discontinued,,,1.0 x 1.1 x 1.0 inches,0.50 Pounds,/parts/mopar-screw-oval-head~6505389aa.html
8,4685536,KNOB AND ELEMENT Cigar Lighter,,1998-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,"4685536AB, 5ZN46DX9AA, 5ZN46LXHAA",,available,40.15,27.84,1.4 x 1.3 x 1.1 inches,0.50 Pounds,/parts/mopar-lighter-cigar-lighter~4685536.html
9,PD66WUCAD,BOOT Parking Brake Lever,,2000-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,PD66WUCAC,Cognac,discontinued,,,7.9 x 6.1 x 3.2 inches,1.00 Pounds,/parts/mopar-boot-parking-brake-lever~pd66wucad.html
10,PD67TX9,BOOT Gearshift,,1997-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,12.9 x 7.6 x 4.1 inches,1.10 Pounds,/parts/mopar-boot-gearshift~pd67tx9.html
11,4848038,BOOT Gearshift,,1997-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,available,90.6,74.17,22.7 x 5.4 x 2.9 inches,0.80 Pounds,/parts/mopar-boot-gearshift~4848038.html
,4643872,CLIP Ash Receiver Retention,,1992-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,2,1,,,,discontinued,,,,0.50 Pounds,/parts/mopar-spring-ash-receiver-retent~4643872.html
,4854434AA,NAMEPLATE Instrument Panel,,1999-2002,"GTS Coupe, GTS-L Coupe",10 Cyl 8.0L,,,,,,discontinued,,,2.6 x 0.6 x 0.3 inches,0.50 Pounds,/parts/mopar-nameplate-instrument-panel~4854434aa.html
,3747634,SHELL Cigar Lighter,,1997-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,available,23.34,18.34,2.0 x 1.0 x 1.2 inches,0.50 Pounds,/parts/mopar-lighter-cigar-lighter~3747634.html
