ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,5018861AA,RAIL Reverse Shift,,2003-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,,,,available,932,637.26,9.4 x 4.6 x 4.5 inches,0.60 Pounds,/parts/mopar-rail-reverse-shift~5018861aa.html
3,4626498,RAIL Top,,1992-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",,,,,,discontinued,,,18.7 x 0.5 x 0.5 inches,1.80 Pounds,/parts/mopar-rail-top~4626498.html
4,4626502,PAD Shift Fork,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,,,available,6.45,4.37,1.3 x 0.5 x 0.3 inches,0.50 Pounds,/parts/mopar-pad-shift-fork~4626502.html
5,5018862AA,FORK Third and Fourth,,2003-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,,,,discontinued,,,8.6 x 8.2 x 4.7 inches,2.60 Pounds,/parts/mopar-fork-third-and-fourth~5018862aa.html
6,4626507,PLATE Interlock,,"2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,discontinued,,,3.3 x 3.0 x 1.6 inches,0.70 Pounds,/parts/mopar-plate-interlock~4626507.html
7,4626506,ARM Gearshift Selector,,"2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,94.7,63.73,3.3 x 3.1 x 1.7 inches,0.80 Pounds,/parts/mopar-housing-gearshift-selector~4626506.html
8,5093271AA,LEVER Offset,,2003-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,,,,discontinued,,,5.1 x 4.4 x 2.1 inches,1.00 Pounds,/parts/mopar-lever-skip-shift~5093271aa.html
9,4626505,FORK First and Second,,1992-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",,,,,,discontinued,,,7.0 x 6.2 x 2.4 inches,1.40 Pounds,/parts/mopar-fork-first-and-second~4626505.html
10,4626502,PAD Shift Fork,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,,,available,6.45,4.37,1.3 x 0.5 x 0.3 inches,0.50 Pounds,/parts/mopar-pad-shift-fork~4626502.html
11,4626493,PIN Roll,,"2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,3.95,2.68,1.0 x 0.4 x 0.4 inches,0.50 Pounds,/parts/mopar-pin-roll~4626493.html
12,4626503,LINK Shift,,1992-2006,"COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L",,,,,,discontinued,,,3.8 x 1.6 x 0.3 inches,0.70 Pounds,/parts/mopar-link-shift~4626503.html
,4886342AA,CLIP,,2003-2006,"COMP. Coupe, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.3L,,,,,,discontinued,,,1.1 x 0.6 x 1.0 inches,0.50 Pounds,/parts/mopar-clip~4886342aa.html
,4626587,O RING Reverse Inhibitor Manual Transmission,,,,,,,,,,discontinued,,,,,
,4626496,PAD Shift Fork,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,,,available,7.8,5.3,0.6 x 0.3 x 0.3 inches,0.60 Pounds,/parts/mopar-fork-shift-fork~4626496.html
,4626586,SNAP RING Reverse Inhibitor,,"2013-2017, 2008-2010, 1992-2006","ACR-X Coupe, COMP. Coupe, GTS Coupe, GTS-L Coupe, RT/10 Convertible, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",,,,,,available,4.1,2.8,1.1 x 1.0 x 0.4 inches,0.50 Pounds,/parts/mopar-retainer-reverse-inhibitor~4626586.html
