ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
2,6502135,NUT Hex Flange M10x1.5,,,,,,,,available,11.3,7.86,/parts/mopar-nut-hex-flange~6502135.html
3,5086500AA,TENSIONER PACKAGE Belt,,,,,,,,available,184,123.75,/parts/mopar-tensnrpkg-belt~5086500aa.html
5,4792581AA,PULLEY Idler,,,,,,4792581AC,,available,37.6,26.21,/parts/mopar-pulley-idler~4792581aa.html
7,5290139AA,PULLEY Power Steering Pump,,,,,,5290139AB,,available,291,131.83,/parts/mopar-pulley-power-steering-pump~5290139aa.html
8,5037206AC,BELT Accessory Drive,,,,,,5037206AE,,available,71.45,49.75,/parts/mopar-belt-accessory-drive~5037206ac.html
9,5037204AA,PULLEY Crankshaft,,,,,,5037204AB,,available,187,89.16,/parts/mopar-pulley-crankshaft~5037204aa.html
10,6034530,SCREW Hex Head .312-18x.75,,,,6,1,,,available,5.33,4.19,/parts/mopar-screw-hex-head~6034530.html
,33002201,BUSHING Idler Pulley,,,,,,,,discontinued,,,/parts/mopar-bushing-idler-pulley~33002201.html
