ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4389440,CAP Wiper Arm Nut,,,,2,1,,,available,28.9,20.15,/parts/mopar-cap-wiper-arm-nut~4389440.html
2,6104716AA,NUT,,,,2,1,,,available,4.2,2.91,/parts/mopar-nut-hex-flange-lock~6104716aa.html
3,4865504AE,ARM Wiper,Right,,,,,,,discontinued,,,/parts/mopar-arm-wiper-front-wiper~4865504ae.html
4,4865507AB,BLADE WIPER,Left,,,,,68166573AA,,discontinued,,,/parts/mopar-blade-front-wiper~4865507ab.html
5,4865509AD,MODULE Wiper,,,,,,,,available,456,425.93,/parts/mopar-wiperassy-windshield~4865509ad.html
6,6503992,SCREW AND WASHER Hex Head M6x1x30,,,,2,1,,,available,8.9,6.17,/parts/mopar-screw-hex-head~6503992.html
7,6503664,NUT AND WASHER Hex Nut-Coned Washer M6 x 1.00,,,,,,,,available,9.15,3.26,/parts/mopar-nut-washe-hex~6503664.html
8,4865497AA,HOSE Windshield Washer,,,,,,,,available,32.9,22.25,/parts/mopar-hose-windshield-washer~4865497aa.html
9,55077551AA,NOZZLE Windshield washer,,,,2,1,,,available,17,15.15,/parts/mopar-nozzle-windshield-washer~55077551aa.html
11,UC23RXFAC,SCREEN Cowl Top,Left,,,,,UC23RXFAD,,discontinued,,,/parts/mopar-panel-cowl-top~uc23rxfac.html
13,4630249,CAP Washer Reservoir,,,,,,,,discontinued,,,/parts/mopar-cap-washer-reservoir~4630249.html
14,6102050AA,SCREW Hex Flange Head M6.3 x 1.81 x 15.00,,,,,,,,available,4.2,2.85,/parts/mopar-screw-hex-flange-head~6102050aa.html
15,HWV00532AB,"HOSE 1FT Windshield Washer 5/32""",,,,,,HWV00532AC,,available,23,15.9,/parts/mopar-hose-windshield-washer~hwv00532ab.html
,5011809AA,GROMMET Windshield Washer Pump,,,,,,,,available,18.7,13.05,/parts/mopar-grommet-windshield-washer-pump~5011809aa.html
,5103452AA,"PUMP Washer, Windshield",,,,,,,,available,183,122.63,/parts/mopar-pump-washer-windshield~5103452aa.html
