ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,5290044AA,HOSE Front Wheel Disc,Right,,,,,,,available,24.5,19.26,/parts/mopar-line-front-wheel-disc~5290044aa.html
2,6100575,BOLT AND CONED WASHER Hex Head M8x25x17,,,,2,1,,,available,8.65,6,/parts/mopar-screw-hex-head~6100575.html
3,6502136,BOLT Hex Flange Head M10x1.50x55,,,,4,1,,,available,14.25,9.96,/parts/mopar-bolt-hex-flange-head~6502136.html
4,6502114,WASHER Brake Hose,,,,8,1,,,available,9.2,6.68,/parts/mopar-gasket-brake-hose-to-caliper~6502114.html
5,6505801AA,BOLT Banjo,,,,4,1,,,discontinued,,,/parts/mopar-bolt-banjo~6505801aa.html
6,5290080AA,TUBE Brake,,,,,,5290080AB,,available,56,38.45,/parts/mopar-line-brake~5290080aa.html
7,4683653,CLIP Tube,,,,2,1,,,available,6.2,2.21,/parts/mopar-retainer-tube~4683653.html
8,5093035AA,HYDRAULIC CONTROL UNIT Anti-Lock Brake System,,,,,,,,available,760,641.82,/parts/mopar-modulator-anti-lock-brake-system~5093035aa.html
9,5066605AA,MODULE Anti-Lock Brake System,,,,,,,,available,864,701.8,/parts/mopar-module-anti-lock-brake-system~5066605aa.html
10,5290080AA,TUBE Brake,,,,,,5290080AB,,available,56,38.45,/parts/mopar-line-brake~5290080aa.html
11,5290083AA,TUBE Brake,,,,,,5290083AB,,available,71.2,48.76,/parts/mopar-line-brake~5290083aa.html
12,5290147AA,TUBE Brake,,,,,,,,available,58.35,40.25,/parts/mopar-line-brake~5290147aa.html
13,5290081AA,TUBE Brake,,,,,,,,available,52.45,45.14,/parts/mopar-line-brake~5290081aa.html
14,5290082AA,TUBE Brake,,,,,,5290082AB,,available,58,39.61,/parts/mopar-line-brake~5290082aa.html
15,6506358AA,SCREW Shoulder,,,,3,1,,,available,4.55,3.15,/parts/mopar-screw-shoulder~6506358aa.html
16,5264880AA,ISOLATOR Anti Lock Brake Unit,,,,3,1,,,available,0.95,0.64,/parts/mopar-grommet-anti-lock-brake-unit~5264880aa.html
17,4683556,CLIP Tube,,,,2,1,52128175,,available,16.4,11.42,/parts/mopar-clip-tube~4683556.html
18,5290248AA,SENSOR Anti-Lock Brakes,,,,2,1,5290248AB,,available,163,108.73,/parts/mopar-sensor-anti-lock-brakes~5290248aa.html
19,5039000AA,CLIP Tube,,,,2,1,,,available,2.2,1.28,/parts/mopar-clip-tube~5039000aa.html
