ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,5043062AB,WIRING Engine,,2015-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,,5043062AA,,available,1430,932.8,25.5 x 13.4 x 8.2 inches,10.40 Pounds,/parts/mopar-wiring-engine~5043062ab.html
3,5035144AA,WIRING Engine Ground,,2013-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,,,,,,discontinued,,,12.5 x 2.3 x 2.3 inches,0.80 Pounds,/parts/mopar-wiring-engine-ground~5035144aa.html
