ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,6FL62XXXAA,SPOILER Liftgate,,,,,,6FL62XXXAB,"[X8T], [MES][X8T], [MES], [AYU]",available,21850,14415.5,/parts/mopar-spoiler-liftgate~6fl62xxxaa.html
2,68324045AA,END PLATE KIT Tailgate Wing,,,,,,,"Left [X8T], [ME1]Left [X8T], [ME1], [AYU]Left [X8T], [MES]Left [X8T], [MES], [AYU]...View More",discontinued,,,/parts/mopar-plate-kit-tailgate-wing~68324045aa.html
3,68324047AA,STANCHION KIT Tailgate Wing,,,,,,,"Left [X8T], [ME1]Left [X8T], [ME1], [AYU]Left [X8T], [MES]Left [X8T], [MES], [AYU]...View More",discontinued,,,/parts/mopar-stanchion-tailgate-wing~68324047aa.html
5,6FL61XXXAA,SPOILER Liftgate,,,,,,,"[X8T], [MXN]",discontinued,,,
6,68324041AA,END PLATE KIT Tailgate Wing,,,,,,,"Left [X8T], [MXH]Left [X8T], [MXH], [AYU]Left [X8T], [MXN]Left [X8T], [MXN], [AYU]...View More",discontinued,,,/parts/mopar-plate-kit-tailgate-wing~68324041aa.html
7,68324043AA,STANCHION KIT Tailgate Wing,,,,,,,"Left [X8T], [MXH]Left [X8T], [MXH], [AYU]Left [X8T], [MXN]Left [X8T], [MXN], [AYU]...View More",discontinued,,,/parts/mopar-stanchion-tailgate-wing~68324043aa.html
9,6FL60TZZAA,SPOILER Liftgate,,,,,,,,discontinued,,,/parts/mopar-spoiler-liftgate~6fl60tzzaa.html
10,68324039AA,END PLATE KIT Tailgate Wing,,,,,,,"Left [X8T], [MXM]Left [X8T], [MXM], [AYU]",discontinued,,,/parts/mopar-plate-kit-tailgate-wing~68324039aa.html
12,68187848AA,SPOILER Liftgate,,,,,,68187848AB,,available,5345,3621.65,/parts/mopar-spoiler-liftgate~68187848aa.html
,68324049AA,HARDWARE KIT Spoiler,,,,,,,,discontinued,,,/parts/mopar-hardware-spoiler~68324049aa.html
,68324049AA,HARDWARE KIT Spoiler,,,,,,,,discontinued,,,/parts/mopar-hardware-spoiler~68324049aa.html
