ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4723394,"PIN, Reservoir to M/Cyl.",,,,2,1,,available,33.45,19.55,/parts/mopar-pin-master-cylinder-reservoir~4723394.html
2,4642548,"MASTER CYLINDER ASSEMBLY, Brake",,,,,,,discontinued,,,/parts/mopar-mastr-cyl-brake~4642548.html
3,4723389,"GROMMET, Reservoir to M/Cyl.",,,,2,1,4723389AB,available,15.4,10.6,/parts/mopar-bushing-master-cylinder-reservoir~4723389.html
4,4723387,RESERVOIR,,,,,,,discontinued,,,/parts/mopar-reservoir-brake-master-cylinder~4723387.html
5,4723385,CAP,,,,,,,discontinued,,,
,4294036,"CLIP, M/Cyl. Push Rod",,,,,,4581512AA,available,2.45,1.69,/parts/mopar-clip-master-cylinder-push-rod-pi~4294036.html
