ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4642774,"TOE BOX ASSEMBLY , Right",,,,,,,,discontinued,,,
1,4642775,"TOE BOX ASSEMBLY , Right",,,,,,,"TOE BOX ASSEMBLY , Left",discontinued,,,
2,6101479,SCREW and WASHER,,,,8,,,,discontinued,,,
3,6500434,"STUD, Water Valve Attaching",,,,2,,,,discontinued,,,
4,6101452,"SCREW, M8x1.25x20.00",,,,8,1,,,available,8.1,5.65,/parts/mopar-bolt-hex-head~6101452.html
5,4642868,"PANEL ASSEMBLY, Cowl",,1992-93,,,,,,discontinued,,,
5,4848452,"PANEL ASSEMBLY, Cowl",,1996,,,,,,discontinued,,,
5,JV00MX9,"PANEL ASSEMBLY, Cowl",,,,,,,"1994-95, Black",discontinued,,,
6,4643070,"ROD, Cowl Inner Panel Mounting",,,,,,,"Right (1992,93,94)",discontinued,,,
6,4643071,"ROD, Cowl Inner Panel Mounting",,,,,,,"Left (1992,93,94)",discontinued,,,
6,5245872,"ROD, Cowl Inner Panel Mounting",,,,,,,"Right (1995,96)",discontinued,,,/parts/mopar-rod-cowl-panel~5245872.html
6,5245873,"ROD, Cowl Inner Panel Mounting",,,,,,,"Left (1995,96)",discontinued,,,/parts/mopar-rod-cowl-panel~5245873.html
7,6035625,"SCREW, .190-16x.750",,,,4,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
8,6100557,NUT,,,,,,,,available,9.2,6.41,/parts/mopar-screw-hex-head~6100557.html
9,6101479,SCREW and WASHER,,,,8,,,,discontinued,,,
10,6101089,SCREW and WASHER,,,,2,1,,,available,2.25,1.77,/parts/mopar-screw-hex-head~6101089.html
11,6100518,NUT and WASHER,,,,2,1,,,discontinued,,,/parts/mopar-nut-to-mtg-bolt~6100518.html
14,4642749,HINGE PILLAR BEAM ASSY.,,,,,,,,discontinued,,,
15,4708314,"BRACKET, Accelerator Pedal Reinforcement",,,,,,,,available,3.27,2.57,/parts/mopar-accelerator-pedal-reinf-br~4708314.html
16,4708406,"BRACKET, Accelerator Pedal Reinforcement",,,,,,,,discontinued,,,/parts/mopar-accel-pedal-reinf-bracket~4708406.html
17,6100516,"NUT, M6x1.00",,,,2,1,,,available,,14.51,/parts/mopar-nut-hex-flange-lock~6100516.html
,4763896,"ISOLATOR, Cowl to Instrument Panel",,,,,,,,discontinued,,,
