ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,4642971AB,DECKLID,,,,,,,,,,discontinued,,,,,
2,4643062,HINGE Deck Lid,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,2,1,,,,discontinued,,,5.6 x 4.8 x 3.2 inches,1.40 Pounds,/parts/mopar-hinge-deck-lid~4643062.html
3,4643881,SHIM Decklid Hinge .030mm,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,,0.60 Pounds,/parts/mopar-shim-decklid-hinge~4643881.html
4,4643882,SHIM Decklid Hinge .060mm,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,2.4 x 1.3 x 0.1 inches,0.70 Pounds,/parts/mopar-shim-decklid-hinge~4643882.html
5,6503825,NUT AND WASHER Hex Nut-Coned Washer M6 x 1.00,,1992-2002,"29; GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,2,1,,,,available,9.35,6.52,1.0 x 0.6 x 0.3 inches,0.50 Pounds,/parts/mopar-nut-hex~6503825.html
6,6501941,NUT AND WASHER,,,,,4,,,,,discontinued,,,,,
7,4643272,ROD Deck Lid  Prop,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,4.2 x 6.2 x 0.3 inches,6.30 Pounds,/parts/mopar-link-deck-lid-prop~4643272.html
8,6502407,SCREW AND WASHER Hex Head M6x1x20,,"2008-2010, 1997-2004","ACR-X Coupe, COMP. Coupe, RT/10 Convertible, SRT-10 Convertible, SRT-10 Coupe","10 Cyl 8.0L, 10 Cyl 8.3L, 10 Cyl 8.4L",2,1,,34201287,,discontinued,,,1.1 x 0.7 x 0.6 inches,0.50 Pounds,/parts/mopar-screw-hex-head~6502407.html
9,J4007456,CLIP Prop Rod,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,available,38.55,26.91,0.8 x 1.0 x 1.7 inches,0.40 Pounds,/parts/mopar-clip-prop-rod~j4007456.html
10,4708281,BUMPER Deck Lid,,1992-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,2,1,,,,discontinued,,,2.1 x 1.3 x 1.3 inches,0.40 Pounds,/parts/mopar-stop-bmpr-deck-lid~4708281.html
11,4848241,COVER Fuel Tank Access,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,20.2 x 15.2 x 1.0 inches,2.20 Pounds,/parts/mopar-cover-fuel-tank-access~4848241.html
12,6034578,RIVET .25 Grip.06-.25,,1992-2002,"GTS Coupe, GTS-L Coupe, RT/10 Convertible",10 Cyl 8.0L,12,1,,,,discontinued,,,2.6 x 0.6 x 0.6 inches,0.50 Pounds,/parts/mopar-retainer~6034578.html
13,4643604,REINFORCEMENT Decklid Prop Rod,,1992-2002,"GTS Coupe, RT/10 Convertible",10 Cyl 8.0L,,,,,,discontinued,,,3.1 x 1.6 x 0.4 inches,0.50 Pounds,/parts/mopar-reinfmnt-decklid-prop-rod~4643604.html
14,4848207,SEAL TRUNK CLOSEOUT,Left,,,,,,,,,discontinued,,,,,
