ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4740772,"COVER ASSEMBLY, Cylinder Head",,,27,,,,discontinued,,,/parts/mopar-cvr-pkg-cylinder-head~4740772.html
1,4763754,"COVER ASSEMBLY, Cylinder Head",,,29,,,,discontinued,,,/parts/mopar-cover-cyl-head-rt~4763754.html
1,4763755,"COVER ASSEMBLY, Cylinder Head",,,29,,,,discontinued,,,
1,5245562,"COVER ASSEMBLY, Cylinder Head",,,,,,,discontinued,,,
1,5245563,"COVER ASSEMBLY, Cylinder Head",,,,,,,discontinued,,,
1,5245653,"COVER ASSEMBLY, Cylinder Head",,,27,,,,discontinued,,,/parts/mopar-cover-cylinder-head-l-h~5245653.html
2,4621875,"CAP, Oil Filler",,,,,,,discontinued,,,
2,5245589,"CAP, Oil Filler",,,,,,,discontinued,,,
2,5245656,"CAP, Oil Filler",,,,,,,discontinued,,,
3,6035666,"SCREW, w/Washer, Cover, (.250-20x1.00)",,,,,,154777,available,14.2,9.9,/parts/mopar-bolt~6035666.html
3,154777,"SCREW, w/Washer, Cover, (.250-20x1.00)",,1994-95,,26,1,,available,14.2,7.13,/parts/mopar-bolt~154777.html
5,5245095,"GASKET, Cylinder Head Cover",,,,2,1,,available,131,103.05,/parts/mopar-gasket-valve-cover~5245095.html
6,4763724AB,"HEAD, Cylinder, Partial, w/Seats and Guides",,,29,2,1,,discontinued,,,/parts/mopar-head-cylinder~4763724ab.html
6,5245804,"HEAD, Cylinder, Partial, w/Seats and Guides",,,27,2,1,,discontinued,,,/parts/mopar-cyl-head-partial~5245804.html
7,4763749,"GASKET, Cylinder Head",,,29,2,1,5037734AB,discontinued,,,/parts/mopar-gasket-cylinder-head~4763749.html
7,5245157BA,"GASKET, Cylinder Head",,,27,2,,,discontinued,,,
7,5245157BB,"GASKET, Cylinder Head",,,27,2,,,discontinued,,,
8,6034952,"BOLT, Cylinder Head",,,27,24,1,,available,7.7,6.35,/parts/mopar-bolt-hex-flange-head~6034952.html
8,6035471,"BOLT, Cylinder Head",,,29,24,1,,available,19.9,13.86,/parts/mopar-screw-cylinder-head~6035471.html
9,5245632,WASHER,,,,24,1,,available,7.93,6.24,/parts/mopar-washer-cylinder-head~5245632.html
10,5245643,"GASKET, Water Passage Cover",,,,2,1,,discontinued,,,/parts/mopar-gasket-water-passage~5245643.html
11,5245369,"COVER, Water Passage",,,,2,1,,available,9.54,7.49,/parts/mopar-water-passasge-cover~5245369.html
13,6034529,"SCREW, w/Washer, Tappet Galley, (.25-20x1.25)",,,,12,1,,discontinued,,,/parts/mopar-hdr-pt-sc-wa-hex-hd~6034529.html
15,4883647AA,"Cylinder, Liner",,,,,,,discontinued,,,/parts/mopar-sleeve-cylinder~4883647aa.html
16,4883648AA,"SHIM, Cylinder Liner",,,,,,,available,15.35,2.66,/parts/mopar-shim-121-cylinder-liner~4883648aa.html
16,4883649AA,"SHIM, Cylinder Liner",,,,,,,available,3.07,2.41,/parts/mopar-shim-cylinder-liner~4883649aa.html
16,4883650AA,"SHIM, Cylinder Liner",,,,,,,discontinued,,,/parts/mopar-shim-cylinder-liner~4883650aa.html
16,4883651AA,"SHIM, Cylinder Liner",,,,,,,discontinued,,,/parts/mopar-cylinder-liner-shim~4883651aa.html
16,4883652AA,"SHIM, Cylinder Liner",,,,,,,discontinued,,,/parts/mopar-shim-cylinder-liner~4883652aa.html
16,4883653AA,"SHIM, Cylinder Liner",,,,,,,discontinued,,,/parts/mopar-cylinder-liner-shim~4883653aa.html
16,4883654AA,"SHIM, Cylinder Liner",,,,,,,discontinued,,,/parts/mopar-shim-cylinder-liner~4883654aa.html
16,4883655AA,"SHIM, Cylinder Liner",,,,,,,discontinued,,,/parts/mopar-shim-cylinder-liner~4883655aa.html
16,4883656AA,"SHIM, Cylinder Liner",,,,,,,discontinued,,,/parts/mopar-shim-cylinder-liner~4883656aa.html
,4626640,No Description,,,27,,,,discontinued,,,
,4882950,No Description,,,29,,,,discontinued,,,
